ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
6850,9679,1,2026-01-11,1,6,144,2910,15,13251,1,0
6851,9681,1,2025-03-06,1,17,352,6931,41,13255,1,0
6852,9682,1,2025-11-29,1,29,573,11343,67,13257,1,0
6853,9682,1,2025-10-29,1,29,573,11067,67,13256,1,0
6854,9683,2,2025-11-23,1,26,514,10324,61,13259,1,0
6855,9686,1,2025-08-24,1,2,38,1089,4,13261,1,0
6856,9687,1,2025-04-07,1,26,521,10090,61,13262,1,0
6857,9689,1,2025-05-14,1,5,114,2231,12,13263,1,0
6858,9690,1,2026-01-13,1,23,470,9101,55,13264,1,0
6859,9691,1,2025-03-23,1,8,178,3467,20,13265,1,0
6860,9692,1,2025-10-11,1,11,236,4723,26,13266,1,0
6861,9693,1,2025-09-27,1,19,388,7669,45,13267,1,0
6862,9694,1,2025-01-22,1,26,525,10091,61,13269,1,0
6863,9694,1,2025-02-05,1,26,525,10303,62,13268,1,0
6864,9695,1,2025-06-18,1,5,118,2259,12,13271,1,0
6865,9696,2,2025-10-05,1,1,20,683,2,13272,1,0
6866,9698,2,2025-06-23,1,8,181,3538,19,13274,1,0
6867,9699,1,2025-08-03,1,11,239,4994,27,13275,1,0
6868,9701,1,2025-10-11,1,5,106,2667,11,13276,1,0
6869,9703,1,2025-08-02,1,25,505,9736,59,13278,1,0
6870,9704,2,2025-03-26,1,4,87,1888,9,13280,1,0
6871,9707,1,2025-08-22,1,8,171,3581,20,13283,1,0
6872,9709,1,2025-12-11,1,5,117,2643,13,13284,1,0
6873,9710,1,2025-10-20,1,1,22,645,1,13286,1,0
6874,9711,1,2025-12-07,1,13,279,5692,32,13287,1,0
6875,9713,2,2025-07-22,1,27,538,10702,63,13288,1,0
6876,9715,1,2026-02-05,1,5,109,2282,13,13289,1,0
6877,9716,1,2025-06-26,1,17,344,6690,40,13290,1,0
6878,9717,2,2025-09-20,1,9,201,3913,22,13291,1,0
6879,9719,1,2025-09-04,1,23,466,9298,56,13293,1,0
6880,9720,1,2025-08-03,1,28,563,10873,65,13295,1,0
6881,9723,1,2025-11-22,1,16,327,6593,38,13304,1,0
6882,9724,1,2025-07-24,1,17,348,6929,41,13305,1,0
6883,9726,2,2025-05-16,1,29,577,11319,67,13306,1,0
6884,9727,1,2025-03-30,1,4,89,1941,9,13307,1,0
6885,9728,2,2025-10-25,1,4,93,1814,9,13309,1,0
6886,9730,1,2025-07-15,1,21,417,8220,49,13310,1,0
6887,9731,1,2025-04-22,1,22,442,8679,53,13312,1,0
6888,9733,1,2025-11-05,1,5,120,2382,11,13315,1,0
6889,9735,2,2025-01-27,1,23,463,9278,56,13316,1,0
6890,9737,1,2025-02-16,1,21,422,8270,50,13318,1,0
6891,9738,1,2025-11-04,1,3,70,1181,8,13319,1,0
6892,9739,2,2025-06-23,1,3,57,1662,5,13321,1,0
6893,9740,1,2025-04-05,1,5,106,2181,11,13322,1,0
6894,9741,1,2026-01-03,1,5,122,2616,13,13323,1,0
6895,9742,1,2025-09-27,1,23,462,9155,55,13324,1,0
6896,9744,1,2025-05-01,1,5,116,2404,13,13325,1,0
6897,9745,1,2025-11-17,1,25,507,9899,59,13327,1,0
6898,9749,1,2025-05-31,1,17,342,6953,42,13331,1,0
6899,9750,1,2025-05-14,1,31,600,11820,72,13335,1,0
6900,9751,1,2025-07-23,1,22,437,8768,53,13336,1,0
6901,9752,1,2025-06-21,1,25,505,9759,59,13337,1,0
6902,9753,1,2025-05-21,1,22,439,8807,53,13341,1,0
6903,9754,1,2025-09-10,1,26,518,10116,62,13342,1,0
6904,9756,1,2025-03-30,1,13,274,5443,31,13344,1,0
6905,9757,1,2025-03-26,1,29,570,11167,68,13345,1,0
6906,9758,1,2025-08-31,1,24,479,9435,58,13346,1,0
6907,9760,1,2025-08-27,1,30,595,11554,70,13349,1,0
6908,9761,1,2025-02-03,1,6,140,3072,15,13350,1,1
6909,9763,1,2025-04-09,1,6,142,2984,16,13352,1,0
6910,9763,1,2025-04-22,1,6,142,2938,16,13351,1,0
6911,9765,1,2025-10-27,1,26,516,10279,61,13355,1,0
6912,9766,1,2025-08-14,1,13,273,5586,31,13356,1,0
6913,9768,1,2025-03-30,1,8,172,3675,20,13357,1,0
6914,9770,1,2025-09-28,1,8,180,3653,20,13359,1,0
6915,9771,1,2025-03-20,1,10,215,4203,24,13360,1,0
6916,9772,1,2025-03-06,1,12,265,5208,30,13362,1,0
6917,9773,1,2025-03-19,1,12,259,5080,30,13364,1,0
6918,9774,2,2025-08-19,1,26,520,10067,62,13365,1,0
6919,9775,1,2025-07-01,1,2,42,741,3,13366,1,0
6920,9776,1,2025-10-13,1,8,181,3582,19,13367,1,0
6921,9777,1,2025-07-12,1,11,237,4593,27,13370,1,0
6922,9779,1,2025-06-21,1,11,238,4918,27,13373,1,0
6923,9781,1,2025-08-29,1,5,105,2432,11,13375,1,0
6924,9782,1,2025-12-05,1,4,84,1915,9,13376,1,0
6925,9783,1,2025-10-09,1,28,556,10850,66,13380,1,0
6926,9784,2,2025-11-18,1,19,378,7314,45,13383,1,0
6927,9785,1,2025-10-18,1,3,68,1662,8,13385,1,0
6928,9786,1,2025-02-12,1,23,461,9031,55,13386,1,0
6929,9787,1,2025-07-13,1,5,121,2385,13,13387,1,0
6930,9788,1,2025-11-26,1,5,109,2384,11,13388,1,0
6931,9790,1,2025-12-12,1,9,195,3957,21,13390,1,0
6932,9791,1,2025-06-26,1,5,113,2496,11,13391,1,0
6933,9792,1,2025-09-25,1,26,513,10159,62,13393,1,0
6934,9793,1,2025-05-21,1,24,485,9532,58,13394,1,0
6935,9795,2,2025-12-05,1,22,439,8958,52,13395,1,0
6936,9796,1,2025-12-19,1,16,325,6460,37,13397,1,0
6937,9800,2,2025-07-13,1,5,109,2335,11,13399,1,0
6938,9801,1,2025-01-18,1,3,68,1378,6,13402,1,0
6939,9802,1,2025-05-31,1,10,215,4227,24,13405,1,0
6940,9803,1,2025-12-06,1,30,595,11425,70,13406,1,0
6941,9806,1,2025-10-07,1,5,114,2552,12,13414,1,0
6942,9808,1,2025-07-28,1,3,59,1763,6,13415,1,0
6943,9809,1,2025-08-28,1,5,112,2312,14,13416,1,0
6944,9810,2,2025-12-07,1,17,351,6810,39,13417,1,0
6945,9811,1,2025-12-30,1,3,69,1589,7,13419,1,0
6946,9811,2,2025-12-31,1,3,69,1632,6,13418,1,0
6947,9814,1,2025-08-25,1,23,464,9229,55,13422,1,0
6948,9815,1,2025-06-05,1,5,111,2433,14,13424,1,0
6949,9816,2,2025-06-07,1,5,113,2406,11,13425,1,0
6950,9818,1,2025-05-13,1,6,139,2792,16,13426,1,0
6951,9819,1,2025-11-21,1,4,85,2081,10,13427,1,0
6952,9820,1,2025-11-13,1,23,472,9178,55,13428,1,0
6953,9821,2,2025-02-17,1,20,406,7844,48,13430,1,0
6954,9822,1,2025-01-28,1,26,521,10280,62,13431,1,0
6955,9823,1,2025-07-25,1,8,179,3511,20,13434,1,0
6956,9823,1,2025-07-19,1,8,179,3676,20,13432,1,0
6957,9825,1,2025-05-13,1,5,118,2474,14,13436,1,0
6958,9826,1,2025-11-12,1,13,276,5466,31,13437,1,0
6959,9828,2,2025-06-12,1,4,93,1816,10,13440,1,0
6960,9832,1,2025-08-07,1,19,380,7340,45,13444,1,0
6961,9833,1,2025-02-25,1,11,235,4919,28,13445,1,0
6962,9834,1,2025-11-09,1,6,136,2792,15,13446,1,0
6963,9835,1,2025-05-21,1,5,113,2431,13,13447,1,0
6964,9836,1,2025-11-18,1,10,206,4248,24,13448,1,0
6965,9837,1,2025-10-06,1,14,295,5956,33,13449,1,0
6966,9840,1,2025-06-06,1,5,103,2406,14,13455,1,0
6967,9841,1,2025-08-30,1,21,418,8412,50,13456,1,0
6968,9842,1,2025-09-08,1,5,116,2337,14,13457,1,0
6969,9843,1,2025-07-08,1,10,212,4250,23,13458,1,0
6970,9844,1,2025-07-02,1,12,256,5304,30,13462,1,0
6971,9846,1,2025-03-01,1,24,487,9529,57,13466,1,0
6972,9847,2,2025-02-05,1,10,207,4302,24,13467,1,0
6973,9848,1,2025-08-05,1,17,341,6692,40,13468,1,0
6974,9849,1,2025-08-11,1,5,107,2384,13,13470,1,0
6975,9852,1,2025-09-18,1,5,116,2203,14,13475,1,0
6976,9854,1,2025-06-18,1,5,112,2231,13,13476,1,0
6977,9856,2,2025-12-19,1,4,91,1888,10,13479,1,0
6978,9857,1,2025-12-03,1,5,113,2450,13,13480,1,0
6979,9858,2,2025-10-10,1,5,110,2665,11,13481,1,0
6980,9859,1,2025-11-20,1,5,113,2475,14,13483,1,0
6981,9860,1,2025-10-25,1,5,112,2572,14,13485,1,0
6982,9863,1,2025-10-11,1,1,17,557,1,13486,1,0
6983,9864,1,2025-12-20,1,25,498,9878,60,13487,1,0
6984,9865,1,2025-07-16,1,5,104,2338,13,13489,1,0
6985,9866,1,2025-12-11,1,5,112,2282,14,13490,1,0
6986,9867,2,2025-05-18,1,10,215,4203,23,13491,1,0
6987,9868,2,2025-06-26,1,11,234,4893,26,13492,1,0
6988,9870,1,2026-01-08,1,23,470,9231,55,13494,1,0
6989,9872,2,2025-05-09,1,5,109,2571,14,13496,1,0
6990,9873,1,2025-11-02,1,5,104,2594,13,13500,1,0
6991,9874,2,2025-05-31,1,26,513,10323,62,13501,1,0
6992,9875,1,2025-07-18,1,5,118,2594,13,13502,1,0
6993,9878,1,2025-02-12,1,15,320,6176,35,13505,1,0
6994,9879,1,2025-12-16,1,2,33,840,3,13507,1,0
6995,9881,1,2025-10-19,1,26,517,10091,62,13510,1,0
6996,9882,2,2025-09-07,1,17,351,6716,40,13511,1,0
6997,9883,2,2025-08-26,1,28,563,10988,66,13513,1,0
6998,9885,1,2025-11-29,1,5,120,2230,13,13515,1,0
6999,9886,1,2025-06-04,1,30,590,11365,69,13518,1,0
7000,9888,1,2025-03-28,1,3,66,1163,7,13522,1,0
7001,9889,2,2025-09-25,1,21,418,8172,50,13523,1,0
7002,9890,1,2025-07-23,1,5,115,2572,14,13524,1,0
7003,9891,1,2025-12-22,1,5,122,2494,11,13525,1,0
7004,9894,2,2025-02-15,1,5,111,2258,14,13527,1,0
7005,9895,1,2025-06-05,1,10,212,4182,24,13528,1,0
7006,9896,1,2025-01-30,1,5,108,2356,14,13530,1,0
7007,9897,1,2025-09-16,1,21,421,8119,50,13531,1,0
7008,9898,1,2025-11-10,1,22,454,8534,54,13532,1,0
7009,9901,2,2025-11-02,1,25,507,9669,59,13535,1,0
7010,9903,1,2025-03-16,1,1,25,647,1,13539,1,0
7011,9905,2,2025-11-06,1,5,118,2312,14,13540,1,0
7012,9906,1,2025-09-28,1,31,611,11800,71,13541,1,0
7013,9908,1,2025-02-27,1,26,529,10304,61,13543,1,0
7014,9910,1,2025-11-16,1,5,116,2641,11,13545,1,0
7015,9911,1,2025-03-30,1,25,502,9736,59,13548,1,0
7016,9911,1,2025-04-08,1,25,502,9709,59,13547,1,0
7017,9913,2,2025-02-05,1,12,264,5376,30,13550,1,0
7018,9914,2,2025-09-26,1,22,456,8863,54,13551,1,0
7019,9916,1,2025-09-19,1,5,119,2432,14,13553,1,0
7020,9918,1,2025-06-10,1,5,118,2258,11,13555,1,0
7021,9919,2,2025-10-06,1,2,35,767,3,13557,1,0
7022,9920,1,2025-03-27,1,23,468,9253,56,13561,1,0
7023,9921,2,2025-04-27,1,10,213,4353,23,13562,1,0
7024,9922,1,2026-01-05,1,17,341,6953,40,13563,1,0
7025,9923,1,2025-09-16,1,5,119,2203,11,13564,1,0
7026,9924,1,2026-01-14,1,5,106,2667,11,13565,1,0
7027,9926,1,2025-07-06,1,26,526,10204,61,13569,1,0
7028,9927,2,2025-08-07,1,26,518,9996,61,13570,1,0
7029,9928,2,2025-03-01,1,5,105,2594,14,13573,1,0
7030,9929,1,2025-09-24,1,5,106,2473,11,13574,1,0
7031,9930,1,2025-06-10,1,5,107,2432,11,13576,1,0
7032,9931,1,2025-05-15,1,26,522,10374,62,13577,1,0
7033,9934,1,2025-02-03,1,5,121,2183,12,13583,1,0
7034,9935,1,2025-04-14,1,23,463,9156,55,13584,1,0
7035,9937,1,2025-06-16,1,5,103,2643,12,13586,1,0
7036,9937,1,2025-06-09,1,5,103,2230,12,13585,1,0
7037,9938,1,2025-08-05,1,5,118,2571,14,13587,1,0
7038,9939,1,2025-06-25,1,11,223,4822,25,13590,1,0
7039,9940,1,2025-02-26,1,5,124,2615,11,13591,1,0
7040,9941,1,2025-09-11,1,6,144,2834,16,13592,1,0
7041,9942,1,2025-07-07,1,5,122,2358,14,13593,1,0
7042,9943,1,2026-01-14,1,25,507,9692,60,13596,1,0
7043,9947,1,2025-06-14,1,6,140,2910,15,13599,1,0
7044,9948,1,2025-10-07,1,19,384,7644,46,13600,1,0
7045,9952,2,2025-11-20,1,4,93,1942,9,13605,1,0
7046,9953,1,2025-02-13,1,22,436,8934,53,13607,1,0
7047,9956,2,2025-05-15,1,10,214,4330,23,13612,1,0
7048,9957,1,2025-09-29,1,1,16,578,1,13614,1,0
7049,9959,1,2025-10-09,1,10,213,4202,24,13615,1,0
7050,9960,2,2025-04-04,1,5,117,2312,13,13616,1,0
7051,9962,1,2025-02-13,1,3,69,1482,6,13619,1,0
7052,9964,1,2025-07-03,1,10,207,4134,24,13620,1,0
7053,9965,1,2025-11-19,1,17,352,6931,40,13622,1,0
7054,9968,1,2025-07-01,1,13,278,5516,31,13626,1,0
7055,9969,1,2025-05-21,1,27,543,10534,64,13627,1,0
7056,9971,2,2025-04-27,1,13,273,5586,32,13628,1,0
7057,9972,2,2026-01-27,1,1,25,684,1,13629,1,0
7058,9973,1,2025-07-10,1,25,508,9823,60,13630,1,0
7059,9974,1,2025-09-19,1,5,118,2495,13,13632,1,0
7060,9975,2,2025-02-13,1,5,113,2406,12,13636,1,0
7061,9975,1,2025-02-14,1,5,113,2552,12,13634,1,0
7062,9978,1,2025-02-14,1,5,118,2356,12,13641,1,0
7063,9982,1,2025-04-04,1,4,89,1816,9,13648,1,0
7064,9987,1,2025-03-18,1,1,17,383,1,13652,1,0
7065,9987,1,2025-03-04,1,1,17,480,2,13653,1,0
7066,9989,1,2025-03-17,1,8,181,3511,20,13654,1,0
7067,9990,1,2025-03-18,1,23,463,9277,56,13658,1,0
7068,9990,1,2025-04-01,1,23,463,9251,56,13655,1,0
7069,9992,2,2025-05-10,1,10,212,4250,24,13660,1,0
7070,9993,2,2026-01-14,1,5,123,2642,11,13661,1,0
7071,9994,1,2025-08-15,1,26,523,10201,62,13662,1,0
7072,9995,1,2025-10-16,1,30,591,11490,70,13663,1,0
7073,9998,1,2025-09-08,1,19,376,7546,46,13668,1,0
7074,10002,1,2025-04-16,1,5,115,2338,11,13673,1,0
7075,10007,2,2025-07-18,1,15,316,6343,35,13679,1,0
7076,10010,2,2025-10-13,1,22,453,8559,53,13681,1,0
7077,10012,2,2025-07-26,1,5,103,2595,12,13683,1,0
7078,10013,1,2025-05-08,1,12,257,5103,30,13685,1,0
7079,10014,2,2026-01-06,1,13,278,5489,31,13686,1,0
7080,10015,2,2025-12-17,1,23,466,9178,55,13687,1,0
7081,10019,2,2025-06-04,1,24,483,9338,57,13692,1,0
7082,10019,1,2025-06-24,1,24,483,9529,58,13690,1,0
7083,10021,2,2025-10-16,1,29,572,11237,68,13697,1,0
7084,10021,2,2025-10-03,1,29,572,11186,68,13696,1,0
7085,10023,1,2025-05-04,1,5,109,2384,13,13699,1,0
7086,10025,1,2025-08-14,1,5,117,2356,11,13701,1,0
7087,10026,2,2025-08-05,1,13,274,5543,31,13702,1,0
7088,10026,1,2025-08-03,1,13,274,5542,32,13703,1,0
7089,10029,1,2025-01-23,1,28,555,10851,65,13707,1,0
7090,10030,1,2025-11-09,1,2,33,940,3,13708,1,0
7091,10031,1,2025-08-05,1,17,352,6929,42,13710,1,0
7092,10032,2,2025-07-20,1,21,427,8221,50,13712,1,0
7093,10033,1,2025-07-20,1,25,506,9651,59,13714,1,0
7094,10034,1,2025-06-30,1,5,118,2283,11,13716,1,0
7095,10034,2,2025-08-10,1,5,118,2384,14,13715,1,0
7096,10038,1,2025-04-27,1,1,18,555,1,13721,1,0
7097,10040,1,2025-08-05,1,1,18,384,2,13724,1,0
7098,10043,1,2025-08-30,1,7,152,3138,18,13728,1,0
7099,10044,1,2025-04-13,1,5,116,2335,13,13732,1,0
7100,10045,1,2025-03-02,1,5,120,2182,14,13734,1,0
7101,10046,1,2025-04-29,1,17,351,6717,42,13736,1,0
7102,10047,1,2025-12-17,1,1,22,684,1,13737,1,0
7103,10048,1,2025-09-06,1,4,93,2107,9,13738,1,0
7104,10050,1,2025-07-12,1,5,117,2337,13,13742,1,0
7105,10052,1,2025-01-31,1,25,498,9899,59,13745,1,0
7106,10057,1,2025-12-03,1,21,420,8172,49,13752,1,0
7107,10059,1,2025-05-27,1,4,83,1917,9,13757,1,0
7108,10060,1,2025-05-26,1,5,123,2552,11,13758,1,0
7109,10061,1,2025-08-26,1,3,61,1689,7,13760,1,0
7110,10062,2,2025-04-10,1,2,36,812,3,13763,1,0
7111,10063,1,2025-12-31,1,5,110,2356,13,13766,1,0
7112,10064,1,2025-04-24,1,25,501,9950,59,13767,1,0
7113,10065,1,2025-07-09,1,29,576,11291,68,13769,1,0
7114,10065,1,2025-08-01,1,29,576,11208,68,13768,1,0
7115,10066,2,2025-12-17,1,22,442,8611,54,13770,1,0
7116,10067,1,2025-10-20,1,15,311,6251,36,13771,1,0
7117,10068,1,2025-10-17,1,5,107,2312,12,13772,1,0
7118,10070,1,2025-05-15,1,24,485,9462,58,13776,1,0
7119,10071,1,2025-07-02,1,26,514,10159,62,13777,1,0
7120,10073,1,2025-04-01,1,31,608,11649,72,13780,1,0
7121,10075,1,2025-07-05,1,19,379,7341,45,13782,1,1
7122,10076,1,2025-06-16,1,3,70,1421,8,13783,1,0
7123,10077,2,2025-09-03,1,23,465,9251,55,13784,1,0
7124,10078,2,2025-08-09,1,17,341,6980,40,13785,1,0
7125,10079,1,2025-03-03,1,24,478,9600,57,13786,1,0
7126,10080,1,2025-02-07,1,11,241,4849,27,13787,1,0
7127,10082,2,2025-10-25,1,23,467,9156,55,13788,1,0
7128,10083,1,2025-08-02,1,5,107,2204,12,13791,1,0
7129,10083,1,2025-07-30,1,5,107,2283,14,13789,1,0
7130,10086,1,2025-07-14,1,5,105,2385,13,13793,1,0
7131,10089,1,2025-02-19,1,20,409,7891,48,13800,1,0
7132,10090,1,2025-02-09,1,3,77,1713,7,13801,1,0
7133,10091,1,2025-10-07,1,30,594,11386,69,13802,1,0
7134,10095,1,2025-07-20,1,15,309,6176,36,13805,1,0
7135,10097,1,2025-11-16,1,26,522,10046,61,13808,1,0
7136,10098,2,2025-08-05,1,23,467,9229,55,13812,1,0
7137,10101,1,2025-08-27,1,18,368,7101,44,13818,1,0
7138,10103,1,2025-12-17,1,3,70,1233,7,13821,1,0
7139,10105,2,2025-09-04,1,19,384,7340,45,13823,1,0
7140,10106,2,2026-01-02,1,3,62,1140,6,13824,1,0
7141,10108,1,2025-03-14,1,21,427,8195,50,13827,1,0
7142,10111,2,2025-03-04,1,22,457,8436,51,13831,1,0
7143,10113,1,2025-12-30,1,10,212,4374,24,13833,1,0
7144,10115,1,2025-05-18,1,29,579,11121,67,13837,1,0
7145,10118,1,2025-04-22,1,5,103,2406,11,13839,1,0
7146,10119,1,2025-08-13,1,5,110,2641,14,13841,1,0
7147,10121,2,2025-04-06,1,2,39,1089,4,13845,1,0
7148,10122,1,2025-02-09,1,5,103,2594,13,13846,1,0
7149,10124,1,2025-12-15,1,5,117,2594,14,13847,1,0
7150,10125,1,2025-04-19,1,5,118,2666,14,13848,1,0
7151,10126,2,2025-10-15,1,5,103,2259,13,13849,1,0
7152,10127,1,2025-06-22,1,4,93,1813,10,13850,1,0
7153,10129,1,2025-04-03,1,11,229,4699,28,13851,1,0
7154,10131,1,2025-02-05,1,5,118,2664,11,13852,1,0
7155,10133,1,2025-06-16,1,5,107,2667,11,13854,1,0
7156,10134,2,2025-09-30,1,25,507,9760,60,13856,1,0
7157,10137,1,2025-05-26,1,2,44,811,3,13857,1,0
7158,10139,1,2025-11-09,1,4,87,1887,9,13861,1,0
7159,10140,1,2025-09-24,1,9,196,3937,21,13863,1,0
7160,10141,1,2025-09-07,1,22,449,8510,51,13864,1,0
7161,10142,1,2025-05-26,1,12,264,5254,29,13865,1,0
7162,10143,1,2025-02-10,1,28,554,11040,66,13866,1,0
7163,10144,1,2025-02-08,1,25,507,9924,60,13867,1,0
7164,10145,2,2025-11-05,1,23,464,9176,55,13868,1,0
7165,10146,1,2025-04-23,1,1,23,557,2,13869,1,0
7166,10148,2,2025-07-31,1,30,594,11555,70,13872,1,0
7167,10151,1,2025-10-14,1,29,579,11236,68,13874,1,0
7168,10152,1,2025-09-05,1,8,178,3537,20,13875,1,0
7169,10153,1,2025-11-02,1,5,108,2474,11,13876,1,0
7170,10154,2,2025-07-23,1,24,484,9462,58,13877,1,0
7171,10156,2,2025-04-07,1,16,329,6438,38,13882,1,0
7172,10157,1,2025-09-03,1,8,179,3654,20,13886,1,0
7173,10158,1,2026-02-02,1,10,217,4113,23,13887,1,0
7174,10159,1,2025-04-17,1,22,435,8958,51,13889,1,0
7175,10160,1,2025-09-15,1,8,175,3582,19,13891,1,0
7176,10162,1,2025-03-27,1,1,25,580,2,13893,1,0
7177,10164,2,2025-10-01,1,8,171,3418,20,13895,1,0
7178,10166,1,2025-12-16,1,22,438,8436,54,13897,1,0
7179,10167,2,2025-03-02,1,5,122,2451,13,13899,1,0
7180,10167,1,2025-02-12,1,5,122,2159,12,13898,1,0
7181,10168,1,2025-10-09,1,14,291,5719,34,13900,1,0
7182,10170,1,2025-03-16,1,20,409,7818,48,13902,1,0
7183,10171,2,2025-02-20,1,5,112,2450,14,13904,1,0
7184,10171,1,2025-03-09,1,5,112,2474,11,13903,1,0
7185,10172,1,2025-12-30,1,4,92,2134,10,13905,1,0
7186,10175,1,2025-08-22,1,3,77,1163,6,13909,1,0
7187,10176,1,2025-09-20,1,22,454,8586,51,13910,1,0
7188,10178,1,2025-07-16,1,16,331,6617,37,13915,1,0
7189,10179,1,2025-06-05,1,18,366,7103,44,13918,1,0
7190,10179,2,2025-06-24,1,18,366,7028,44,13917,1,0
7191,10180,1,2025-01-17,1,3,58,1761,8,13919,1,0
7192,10180,2,2025-01-26,1,3,58,1234,7,13920,1,0
7193,10181,1,2025-04-11,1,28,563,10969,65,13924,1,0
7194,10182,1,2025-04-16,1,5,110,2338,13,13926,1,0
7195,10183,1,2025-12-25,1,29,580,11167,68,13927,1,0
7196,10187,2,2025-08-20,1,5,105,2384,13,13930,1,0
7197,10193,1,2025-08-23,1,28,563,11012,66,13940,1,0
7198,10194,1,2025-11-07,1,12,268,5377,29,13943,1,0
7199,10195,1,2025-01-11,1,28,563,10721,66,13944,1,0
7200,10199,1,2026-01-01,1,5,109,2338,14,13948,1,0
7201,10200,1,2025-09-19,1,5,117,2338,11,13951,1,1
7202,10201,1,2025-08-30,1,1,24,525,2,13953,1,0
7203,10202,1,2025-01-16,1,27,540,10657,64,13954,1,0
7204,10203,1,2025-08-17,1,16,330,6548,38,13958,1,0
7205,10204,1,2025-06-28,1,5,107,2523,13,13959,1,0
7206,10204,1,2025-07-21,1,5,107,2571,14,13960,1,0
7207,10207,1,2025-08-19,1,7,156,3263,17,13961,1,0
7208,10208,1,2025-06-30,1,13,282,5488,31,13964,1,0
7209,10210,1,2025-04-17,1,23,467,9155,55,13966,1,0
7210,10211,1,2025-05-28,1,7,156,3138,18,13967,1,0
7211,10213,1,2025-07-14,1,5,110,2495,11,13968,1,0
7212,10215,1,2025-07-22,1,23,462,9201,55,13970,1,0
7213,10218,2,2025-04-22,1,28,558,10822,65,13977,1,0
7214,10220,1,2025-07-16,1,22,434,8863,54,13979,1,0
7215,10222,2,2025-07-03,1,9,194,3747,22,13981,1,0
7216,10223,1,2025-02-27,1,23,467,9031,56,13983,1,0
7217,10225,1,2025-06-14,1,20,401,8093,47,13985,1,0
7218,10226,1,2025-06-20,1,9,198,3988,21,13987,1,0
7219,10227,1,2025-06-15,1,25,502,9847,60,13988,1,0
7220,10229,1,2026-01-30,1,10,210,4276,24,13989,1,0
7221,10230,1,2025-10-17,1,3,67,1307,7,13991,1,0
7222,10231,1,2025-01-23,1,17,352,6735,40,13992,1,0
7223,10232,1,2025-08-28,1,5,117,2338,14,13994,1,0
7224,10233,1,2025-05-25,1,22,448,8705,54,13995,1,0
7225,10234,2,2026-01-04,1,25,501,9846,59,13999,1,0
7226,10234,1,2025-12-19,1,25,501,9669,59,13997,1,0
7227,10235,1,2025-07-10,1,22,442,8559,54,14000,1,0
7228,10237,1,2025-03-09,1,25,504,9690,60,14001,1,0
7229,10238,2,2025-09-24,1,3,57,1588,8,14002,1,1
7230,10241,1,2025-08-20,1,18,364,7101,43,14004,1,0
7231,10242,1,2025-10-02,1,18,364,7264,44,14005,1,0
7232,10243,2,2025-03-21,1,8,175,3511,20,14007,1,1
7233,10244,1,2025-04-06,1,5,105,2476,12,14008,1,0
7234,10245,2,2025-02-27,1,5,123,2204,14,14009,1,0
7235,10246,2,2025-06-04,1,5,114,2385,13,14013,1,0
7236,10247,2,2025-06-08,1,15,318,6250,35,14014,1,0
7237,10248,2,2025-06-25,1,26,527,10159,61,14015,1,0
7238,10251,1,2025-02-13,1,7,156,3118,18,14017,1,0
7239,10252,2,2025-05-10,1,30,592,11404,70,14019,1,0
7240,10253,1,2025-06-20,1,5,110,2159,11,14021,1,0
7241,10254,1,2025-02-24,1,26,515,10118,62,14022,1,1
7242,10255,1,2025-04-21,1,11,240,4777,26,14023,1,0
7243,10259,1,2025-04-08,1,5,118,2450,14,14026,1,0
7244,10261,2,2025-11-15,1,5,114,2335,12,14029,1,0
7245,10262,2,2025-03-29,1,5,120,2181,13,14030,1,0
7246,10263,1,2025-07-19,1,1,17,602,2,14031,1,0
7247,10265,1,2025-02-11,1,5,104,2283,14,14032,1,0
7248,10266,1,2025-05-07,1,28,555,11038,65,14035,1,0
7249,10267,1,2025-09-09,1,5,118,2665,14,14036,1,0
7250,10272,2,2025-05-31,1,11,231,5015,25,14046,1,0
7251,10273,1,2025-05-12,1,5,124,2432,11,14047,1,0
7252,10274,1,2025-11-18,1,3,79,1505,6,14050,1,0
7253,10275,1,2025-07-03,1,5,105,2665,11,14052,1,0
7254,10277,1,2025-03-14,1,12,261,5374,30,14054,1,0
7255,10279,2,2025-04-10,1,21,417,8321,49,14055,1,0
7256,10280,1,2025-10-13,1,3,72,1460,7,14056,1,0
7257,10281,1,2025-02-05,1,5,105,2356,14,14057,1,0
7258,10282,1,2025-06-12,1,2,37,968,4,14058,1,0
7259,10283,1,2025-07-01,1,6,134,2908,15,14061,1,0
7260,10284,1,2025-06-27,1,5,114,2338,14,14062,1,0
7261,10285,1,2025-03-30,1,27,534,10534,64,14064,1,0
7262,10286,2,2025-03-07,1,21,424,8368,49,14065,1,0
7263,10287,2,2025-11-01,1,28,561,10720,66,14066,1,0
7264,10288,1,2025-05-09,1,22,457,8511,54,14067,1,0
7265,10289,1,2025-10-15,1,22,440,8886,54,14068,1,0
7266,10290,1,2025-08-21,1,28,555,10988,66,14069,1,0
7267,10292,1,2025-04-24,1,10,212,4183,23,14070,1,0
7268,10295,1,2025-03-12,1,1,21,624,2,14072,1,0
7269,10296,1,2025-07-30,1,19,383,7492,45,14073,1,0
7270,10297,1,2026-01-06,1,3,55,1550,6,14074,1,0
