CSID,CaseMasterID,csdate,cstype,PolicePersonID
2063,2739,2025-07-15,C,2643
2064,2740,2025-03-31,A,5491
2065,2741,2025-06-29,A,1609
2066,2743,2025-10-08,A,6227
2067,2744,2025-07-05,A,2433
2068,2745,2025-04-24,A,10585
2069,2746,2025-09-27,A,5401
2070,2747,2025-07-20,A,5145
2071,2749,2025-07-14,A,11039
2072,2750,2025-07-28,A,11120
2073,2752,2025-07-12,A,1634
2074,2754,2025-08-17,C,383
2075,2755,2025-11-08,C,10251
2076,2756,2025-09-28,C,10396
2077,2757,2025-06-17,A,3030
2078,2758,2025-06-08,C,10027
2079,2759,2025-06-23,A,2553
2080,2760,2025-11-19,A,7547
2081,2761,2025-04-21,A,4354
2082,2763,2026-04-05,A,2259
2083,2764,2025-11-14,A,6595
2084,2767,2025-11-06,C,10203
2085,2768,2025-10-08,A,9975
2086,2769,2025-11-12,A,9077
2087,2771,2025-10-15,A,1814
2088,2773,2026-02-24,A,4353
2089,2774,2025-11-23,A,1116
2090,2775,2025-06-13,C,6715
2091,2776,2026-02-10,A,11364
2092,2777,2025-04-05,A,5351
2093,2778,2025-07-12,A,2595
2094,2779,2025-10-24,A,1038
2095,2780,2025-11-11,B,1568
2096,2781,2025-04-03,A,8509
2097,2782,2025-10-28,A,2259
2098,2783,2026-01-08,B,5466
2099,2784,2025-06-05,A,4593
2100,2785,2025-06-13,C,9388
2101,2788,2025-07-14,C,2005
2102,2789,2025-07-09,A,6867
2103,2790,2025-10-05,A,11187
2104,2791,2026-03-10,B,409
2105,2792,2025-09-22,A,8862
2106,2796,2025-09-03,A,5145
2107,2797,2025-01-31,A,2383
2108,2798,2025-10-13,A,6782
2109,2799,2025-08-08,B,479
2110,2800,2025-11-30,C,2495
2111,2801,2025-10-10,A,2431
2112,2802,2025-02-26,A,5689
2113,2803,2025-10-18,A,9200
2114,2805,2025-06-17,A,2690
2115,2806,2025-06-11,C,3418
2116,2807,2025-06-26,A,5850
2117,2809,2025-06-25,A,1062
2118,2810,2025-08-20,A,6275
2119,2811,2025-03-22,A,10354
2120,2814,2025-05-01,A,2205
2121,2815,2026-01-11,C,9902
2122,2816,2025-08-29,C,4064
2123,2817,2025-06-17,A,9576
2124,2818,2025-04-04,A,382
2125,2819,2025-12-25,C,6462
2126,2820,2025-10-14,A,2404
2127,2821,2025-09-20,C,4568
2128,2822,2026-05-10,A,2356
2129,2823,2025-06-27,A,454
2130,2824,2025-04-23,A,11576
2131,2825,2025-09-16,A,11038
2132,2826,2025-10-06,C,11167
2133,2828,2025-09-09,A,601
2134,2829,2025-07-21,A,3186
2135,2830,2025-07-27,A,5637
2136,2831,2025-02-20,C,603
2137,2832,2025-11-06,A,3958
2138,2833,2025-04-24,C,9411
2139,2834,2025-06-23,A,7668
2140,2835,2025-10-05,A,3604
2141,2837,2025-12-28,A,4134
2142,2838,2025-09-30,A,3509
2143,2839,2025-04-22,A,2384
2144,2840,2025-05-12,A,2553
2145,2842,2025-09-26,B,11533
2146,2844,2025-12-05,A,2310
2147,2847,2025-06-09,C,384
2148,2850,2025-10-13,A,6735
2149,2851,2026-03-22,C,8483
2150,2852,2025-02-20,C,5635
2151,2853,2025-04-05,C,1505
2152,2854,2025-07-17,A,4593
2153,2855,2026-04-10,C,1833
2154,2857,2025-03-21,A,502
2155,2858,2025-10-30,A,7386
2156,2859,2025-04-24,C,2203
2157,2860,2025-10-14,A,5351
2158,2861,2026-01-01,A,6201
2159,2862,2025-06-23,A,4374
2160,2863,2025-08-07,A,5330
2161,2864,2025-08-13,A,2205
2162,2866,2025-10-26,A,3809
2163,2867,2025-04-01,A,10201
2164,2868,2025-06-16,B,1163
2165,2870,2025-11-05,A,8290
2166,2875,2025-12-27,A,578
2167,2876,2025-08-12,C,1016
2168,2877,2025-08-16,A,2159
2169,2878,2025-09-16,A,8434
2170,2879,2025-05-16,A,2358
2171,2880,2025-08-18,B,2553
2172,2881,2025-08-11,B,11424
2173,2882,2025-10-03,A,8861
2174,2883,2026-03-26,A,6951
2175,2885,2025-07-26,A,2473
2176,2887,2025-05-31,C,2572
2177,2888,2025-05-05,A,4593
2178,2889,2025-06-03,A,10159
2179,2890,2025-08-18,A,5444
2180,2891,2025-02-23,A,1307
2181,2893,2026-01-22,A,1787
2182,2895,2025-05-08,A,556
2183,2896,2026-01-13,A,1160
2184,2897,2025-08-18,A,11207
2185,2898,2025-05-12,A,9157
2186,2899,2025-06-28,A,9157
2187,2900,2026-01-21,A,9736
2188,2903,2025-06-21,A,8291
2189,2905,2025-05-21,C,11166
2190,2906,2026-02-05,A,1307
2191,2908,2025-11-21,A,2180
2192,2909,2025-07-16,C,2310
2193,2910,2026-03-16,A,9462
2194,2911,2025-11-28,C,5635
2195,2912,2025-06-14,A,2385
2196,2913,2025-06-26,A,1917
2197,2915,2025-12-15,A,9483
2198,2917,2025-06-29,C,2160
2199,2918,2025-09-06,A,6568
2200,2919,2026-02-18,C,2615
2201,2920,2025-11-14,A,1421
2202,2921,2025-11-11,C,2665
2203,2922,2025-07-16,A,11012
2204,2923,2025-10-10,B,2204
2205,2925,2025-12-13,A,9736
2206,2926,2025-09-11,A,2594
2207,2927,2025-11-15,A,2385
2208,2928,2026-01-03,A,2231
2209,2929,2025-09-08,B,2282
2210,2933,2026-01-13,A,2643
2211,2935,2025-12-20,A,1689
2212,2936,2026-01-13,A,10513
2213,2937,2025-11-25,A,7792
2214,2938,2025-06-10,C,5588
2215,2939,2026-02-17,C,6569
2216,2941,2025-12-29,C,10793
2217,2942,2025-05-19,A,1887
2218,2943,2025-11-24,C,11364
2219,2944,2026-02-04,C,9030
2220,2945,2025-11-01,A,682
2221,2946,2026-03-11,A,11067
2222,2949,2025-10-13,B,1356
2223,2950,2025-09-23,A,7622
2224,2951,2025-12-17,A,2405
2225,2952,2025-09-23,B,2202
2226,2954,2025-03-05,B,5739
2227,2955,2025-11-09,A,4303
2228,2956,2025-07-27,A,9692
2229,2958,2025-02-28,A,6756
2230,2960,2025-05-29,C,10046
2231,2961,2025-05-01,B,3166
2232,2962,2025-12-01,C,2494
2233,2963,2025-11-21,A,2984
2234,2964,2025-09-18,A,5081
2235,2965,2026-02-03,C,10585
2236,2966,2026-02-28,A,4159
2237,2967,2025-08-12,A,2312
2238,2968,2025-12-06,A,8339
2239,2969,2025-07-03,A,2282
2240,2970,2025-08-28,A,11068
2241,2971,2025-08-17,A,6867
2242,2972,2025-11-02,A,7892
2243,2973,2025-06-10,A,2667
2244,2975,2025-03-21,A,2473
2245,2976,2025-05-15,C,9801
2246,2977,2025-07-02,C,2336
2247,2978,2025-09-29,A,5376
2248,2979,2025-06-01,A,2180
2249,2981,2026-02-20,A,6481
2250,2984,2025-06-16,A,2310
2251,2985,2025-10-21,A,2594
2252,2987,2025-04-25,A,11490
2253,2988,2025-10-15,A,2910
2254,2991,2025-03-02,A,2494
2255,2992,2025-08-28,A,9736
2256,2994,2025-09-05,A,1814
2257,2995,2025-06-16,A,2450
2258,2996,2025-11-14,A,2385
2259,2997,2025-09-17,A,2572
2260,2998,2026-01-13,A,8321
2261,2999,2025-05-14,A,9231
2262,3001,2025-12-09,A,645
2263,3002,2025-08-26,B,5208
2264,3003,2025-06-17,B,2475
2265,3005,2025-11-30,A,5304
2266,3006,2025-10-31,C,4248
2267,3007,2025-08-29,C,839
2268,3008,2026-02-24,A,5207
2269,3009,2025-08-24,C,8455
2270,3011,2026-02-20,C,6101
2271,3012,2025-06-12,C,2495
2272,3013,2025-08-21,A,8320
2273,3014,2026-02-08,A,3603
2274,3017,2025-08-16,A,9803
2275,3019,2025-06-12,A,2594
2276,3021,2025-09-22,C,1916
2277,3022,2025-08-16,A,5610
2278,3025,2025-10-13,A,2160
2279,3028,2026-01-02,B,454
2280,3029,2026-01-03,A,6504
2281,3030,2025-05-30,A,1570
2282,3032,2025-06-29,A,9627
2283,3033,2025-12-07,A,7314
2284,3034,2025-06-05,C,2135
2285,3035,2026-03-05,A,1160
2286,3036,2025-08-17,A,10116
2287,3038,2025-07-30,A,7436
2288,3039,2026-02-18,A,2615
2289,3040,2025-07-01,A,2494
2290,3043,2025-10-14,A,11012
2291,3044,2025-06-02,C,1714
2292,3045,2025-08-08,A,11319
2293,3046,2025-11-21,B,2284
2294,3047,2025-05-14,C,7196
2295,3048,2025-07-23,C,8247
2296,3049,2025-08-24,C,4274
2297,3050,2026-01-17,B,3704
2298,3051,2025-11-14,A,8835
2299,3053,2025-12-31,C,11554
2300,3054,2025-02-16,C,11167
2301,3055,2026-04-25,A,11366
2302,3057,2025-05-20,A,2358
2303,3058,2025-07-17,A,9825
2304,3059,2025-09-23,A,9296
2305,3060,2025-12-10,A,5330
2306,3061,2025-12-09,A,2382
2307,3062,2025-07-17,C,3915
2308,3064,2025-09-14,C,6890
2309,3065,2025-05-01,A,555
2310,3066,2025-09-26,A,5517
2311,3067,2025-11-06,B,6099
2312,3068,2025-08-11,A,4566
2313,3069,2025-06-18,A,8434
2314,3070,2025-08-21,A,2180
2315,3071,2025-10-16,A,10067
2316,3072,2025-12-03,C,4089
2317,3073,2025-08-05,A,6812
2318,3074,2025-07-15,A,3329
2319,3076,2025-04-28,A,2282
2320,3077,2025-06-28,A,10971
2321,3078,2026-03-15,A,10224
2322,3079,2025-10-06,A,2404
2323,3080,2025-08-01,A,2384
2324,3086,2025-04-28,A,2666
2325,3087,2025-09-07,A,2642
2326,3089,2025-08-13,A,2641
2327,3094,2025-03-30,A,2231
2328,3096,2025-12-08,A,2405
2329,3097,2025-07-23,A,2204
2330,3098,2025-06-29,A,2105
2331,3099,2025-06-16,A,3746
2332,3100,2025-11-28,A,2385
2333,3101,2025-04-09,A,3604
2334,3103,2026-01-31,A,1162
2335,3104,2026-01-21,A,3786
2336,3105,2026-01-05,A,8586
2337,3107,2025-08-23,A,10323
2338,3110,2025-06-03,A,8610
2339,3111,2025-04-04,A,6343
2340,3112,2025-06-15,A,9032
2341,3113,2026-03-25,A,11268
2342,3115,2026-01-01,A,4966
2343,3116,2025-12-24,A,9711
2344,3117,2025-03-06,A,4424
2345,3118,2025-09-11,A,7435
2346,3119,2025-08-06,A,4649
2347,3120,2025-08-03,A,6523
2348,3121,2026-04-05,C,2616
2349,3123,2025-09-27,A,1040
2350,3124,2025-09-19,A,2522
2351,3126,2025-08-07,C,5587
2352,3127,2026-04-17,A,557
2353,3128,2026-02-15,A,2205
2354,3129,2025-03-23,A,9924
2355,3130,2025-05-03,A,9650
2356,3131,2025-11-13,A,2432
2357,3132,2025-06-16,C,3728
2358,3133,2025-08-09,A,1787
2359,3134,2026-04-09,C,1815
2360,3136,2026-01-21,A,2311
2361,3137,2025-05-15,A,8679
2362,3138,2025-10-01,B,2284
2363,3139,2025-07-13,A,7791
2364,3140,2025-08-21,A,8247
2365,3141,2025-06-18,C,10675
2366,3143,2026-04-06,A,2182
2367,3144,2026-01-01,A,6481
2368,3147,2026-01-20,A,8195
2369,3148,2026-01-22,A,2450
2370,3149,2025-06-28,A,11012
2371,3150,2025-08-08,A,2473
2372,3151,2025-05-28,A,2259
2373,3152,2025-06-29,A,11650
2374,3153,2025-07-07,C,6128
2375,3155,2025-12-16,A,9129
2376,3156,2025-11-16,C,9901
2377,3157,2025-04-17,A,2204
2378,3158,2025-06-28,A,3655
2379,3159,2025-08-05,A,10302
2380,3160,2025-02-24,C,1786
2381,3161,2025-06-13,C,8436
2382,3163,2025-09-12,A,4375
2383,3164,2025-08-26,A,5825
2384,3165,2025-11-27,A,2667
2385,3166,2025-05-17,B,11289
2386,3167,2025-12-10,A,9483
2387,3171,2025-11-01,A,5125
2388,3172,2026-02-04,A,8223
2389,3173,2025-12-02,A,11424
2390,3174,2025-10-17,A,6929
2391,3177,2025-07-19,A,5016
2392,3179,2025-06-09,A,7667
2393,3181,2025-11-22,A,10028
2394,3182,2025-10-27,A,10204
2395,3183,2025-06-30,A,2571
2396,3185,2026-01-26,A,10944
2397,3188,2025-06-02,A,3831
2398,3190,2025-06-23,A,2666
2399,3192,2025-05-20,A,8585
2400,3193,2025-06-07,A,2616
2401,3194,2025-09-15,A,1632
2402,3195,2025-10-06,C,1420
2403,3196,2025-11-13,A,1788
2404,3197,2026-01-10,A,11471
2405,3198,2025-10-29,A,7740
2406,3199,2025-08-30,A,2666
2407,3200,2025-05-09,A,2357
2408,3202,2025-04-03,A,9949
2409,3204,2025-07-09,A,3987
2410,3205,2025-12-24,A,11771
2411,3206,2025-08-17,A,4039
2412,3207,2025-08-02,A,8934
2413,3208,2025-09-04,A,6735
2414,3209,2025-06-07,C,2005
2415,3210,2026-03-24,A,6277
2416,3212,2025-04-22,A,6812
2417,3213,2025-10-22,C,6126
2418,3214,2025-07-20,A,3655
2419,3215,2025-07-14,A,1332
2420,3216,2025-09-01,A,10585
2421,3217,2025-08-19,B,2552
2422,3218,2025-06-09,A,6153
2423,3219,2026-03-23,B,2474
2424,3221,2026-02-07,A,2203
2425,3222,2025-11-14,A,1941
2426,3224,2025-03-28,A,2384
2427,3225,2025-07-13,A,6641
2428,3227,2025-12-05,B,10305
2429,3228,2025-09-06,A,6929
2430,3230,2025-10-20,A,2336
2431,3233,2026-02-10,C,2553
2432,3235,2025-01-28,A,2571
2433,3236,2025-05-19,A,10487
2434,3239,2025-06-13,A,9200
2435,3240,2026-04-24,B,9232
2436,3241,2025-11-02,A,10439
2437,3242,2025-10-06,B,10354
2438,3243,2026-01-01,C,2935
2439,3244,2026-03-13,A,8767
2440,3248,2025-08-31,A,8456
2441,3250,2025-04-09,A,9202
2442,3252,2025-05-01,A,2473
2443,3253,2025-12-12,A,2551
2444,3254,2025-12-19,A,429
2445,3255,2025-06-29,B,8934
2446,3256,2026-01-24,A,1355
2447,3257,2026-01-04,A,10457
2448,3258,2025-10-26,A,11838
2449,3260,2025-07-19,A,3937
2450,3261,2025-04-15,C,1420
2451,3263,2025-10-12,A,6504
2452,3264,2025-06-21,C,10459
2453,3265,2025-12-20,A,2450
2454,3266,2025-07-11,B,2551
2455,3268,2025-10-15,A,9202
2456,3269,2025-12-12,C,8321
2457,3270,2025-01-31,A,2885
2458,3271,2026-02-27,A,2552
2459,3272,2025-10-24,A,4569
2460,3274,2026-03-20,A,2664
2461,3275,2025-08-13,C,11424
2462,3276,2025-06-23,A,2404
2463,3277,2025-12-15,B,7236
2464,3278,2025-09-08,B,5543
2465,3279,2025-03-16,A,2431
2466,3280,2025-07-21,A,6753
2467,3282,2025-07-24,A,2910
2468,3284,2025-05-27,A,9251
2469,3285,2025-05-26,A,9032
2470,3286,2025-09-15,A,2790
2471,3287,2025-08-03,A,11069
2472,3288,2025-06-23,A,4400
2473,3289,2025-11-20,A,2202
2474,3292,2025-12-08,A,9230
2475,3293,2025-03-29,A,6569
2476,3295,2026-01-29,C,2183
2477,3296,2025-07-26,A,3809
2478,3299,2025-12-16,A,11535
2479,3300,2025-07-26,C,2060
2480,3301,2025-12-11,A,2283
2481,3302,2025-04-09,A,10749
2482,3303,2026-01-22,A,1570
2483,3304,2025-03-14,C,2496
2484,3306,2025-06-07,C,2358
2485,3307,2025-07-13,A,3491
2486,3308,2025-04-01,A,1962
2487,3309,2025-08-06,A,4248
2488,3310,2025-10-23,C,11626
2489,3311,2025-11-08,A,3242
2490,3312,2026-02-07,A,2338
2491,3313,2026-03-15,A,2180
2492,3317,2025-12-10,C,2473
2493,3318,2025-05-14,A,9154
2494,3321,2025-05-13,A,7865
2495,3322,2026-01-03,A,4619
2496,3323,2025-10-17,A,3604
2497,3324,2025-09-17,A,2183
2498,3325,2025-12-19,A,10353
2499,3326,2025-04-13,B,4182
2500,3327,2026-02-14,A,2595
2501,3328,2025-07-27,A,5586
2502,3329,2025-09-02,A,10534
2503,3330,2025-10-14,A,4303
2504,3331,2025-07-08,A,2358
2505,3332,2026-03-08,C,6101
2506,3333,2025-11-03,A,6929
2507,3334,2025-06-22,C,2522
2508,3335,2025-11-08,B,1814
2509,3338,2025-09-21,A,4039
2510,3339,2025-05-03,A,9253
2511,3340,2025-07-23,A,3419
2512,3341,2026-03-02,A,10750
2513,3343,2025-09-18,A,3704
2514,3344,2025-12-22,A,10069
2515,3345,2025-04-21,A,4304
2516,3347,2025-11-13,A,4592
2517,3348,2025-03-17,B,2476
2518,3349,2025-05-22,C,6835
2519,3350,2026-02-24,A,2385
2520,3352,2026-01-19,A,10488
2521,3353,2025-11-27,B,1140
2522,3354,2025-11-18,A,4037
2523,3355,2025-08-07,B,8558
2524,3356,2025-07-16,A,10852
2525,3358,2025-08-27,A,11037
2526,3360,2025-09-19,A,2551
2527,3361,2025-10-14,A,6641
2528,3362,2025-10-09,A,6715
2529,3363,2025-12-16,A,711
2530,3365,2025-10-16,A,2496
2531,3366,2025-12-14,A,5014
2532,3367,2025-08-06,A,790
2533,3368,2025-03-21,A,2642
2534,3369,2025-12-08,A,4400
2535,3370,2025-05-31,A,6753
2536,3371,2025-09-20,A,9030
2537,3372,2025-06-06,A,2284
2538,3373,2025-05-23,A,11555
2539,3374,2025-08-18,C,1399
2540,3375,2025-09-12,A,1740
2541,3378,2025-04-08,C,683
2542,3379,2025-11-08,A,838
2543,3380,2025-11-08,A,1589
2544,3381,2025-09-27,C,2616
2545,3382,2025-12-14,A,3727
2546,3383,2025-10-16,A,4182
2547,3384,2026-04-10,A,9758
2548,3386,2025-10-24,A,9178
2549,3387,2025-10-25,A,9201
2550,3388,2025-04-23,A,11141
2551,3389,2026-03-12,A,2615
2552,3390,2025-12-27,A,3442
2553,3391,2025-05-07,A,5955
2554,3392,2025-09-22,C,10771
2555,3395,2025-12-25,C,5147
2556,3396,2025-03-24,C,7622
2557,3397,2025-09-24,A,4184
2558,3398,2025-05-14,A,1889
2559,3399,2025-09-02,A,2571
2560,3400,2025-10-25,A,5252
2561,3401,2025-04-17,A,2572
2562,3402,2026-04-13,A,8197
2563,3404,2026-01-10,A,10201
2564,3406,2025-08-06,A,2284
2565,3407,2025-07-12,C,4329
2566,3408,2025-12-26,B,10323
2567,3409,2025-11-07,A,7863
2568,3410,2025-09-30,A,4274
2569,3411,2025-11-01,B,5588
2570,3412,2026-04-06,A,2385
2571,3414,2026-01-05,A,11386
2572,3417,2025-09-28,B,2385
2573,3418,2025-05-04,C,5330
2574,3419,2025-06-09,A,8706
2575,3420,2025-11-24,A,810
2576,3423,2026-01-25,A,2476
2577,3424,2025-05-24,A,10225
2578,3425,2025-08-19,A,6382
2579,3428,2025-07-08,A,3958
2580,3429,2025-10-02,A,11187
2581,3430,2025-04-18,A,10486
2582,3431,2025-07-19,A,7695
2583,3432,2025-06-14,A,578
2584,3433,2025-09-05,A,9128
2585,3434,2025-12-24,B,7971
2586,3435,2025-03-08,C,9878
2587,3436,2025-09-18,A,2383
2588,3437,2025-06-14,A,3705
2589,3440,2025-08-28,A,1089
2590,3441,2025-04-30,A,2711
2591,3443,2025-12-23,C,2382
2592,3447,2025-08-23,A,2936
2593,3449,2025-02-09,A,5761
2594,3450,2025-06-17,A,1040
2595,3451,2025-05-08,A,3559
2596,3453,2025-07-10,A,4276
2597,3455,2025-07-24,A,406
2598,3456,2026-03-17,A,8015
2599,3459,2025-11-19,A,9032
2600,3460,2025-11-11,A,5826
2601,3461,2025-06-16,A,3420
2602,3463,2025-06-27,A,9758
2603,3464,2025-05-16,B,3536
2604,3465,2025-06-16,A,2814
2605,3466,2025-06-12,B,10066
2606,3467,2025-08-06,A,8936
2607,3469,2026-01-18,A,2356
2608,3470,2025-04-15,A,6099
2609,3471,2025-05-22,A,2667
2610,3472,2026-04-05,B,3703
2611,3473,2025-10-06,A,11513
2612,3476,2025-04-22,C,5125
2613,3477,2025-12-24,A,3071
2614,3478,2025-12-17,A,10352
2615,3479,2025-12-02,B,6325
2616,3480,2025-10-21,A,10488
2617,3481,2025-03-03,C,2230
2618,3482,2025-11-29,A,9759
2619,3483,2025-05-12,B,2523
2620,3484,2025-08-02,A,2385
2621,3485,2025-05-05,A,9389
2622,3486,2025-07-14,A,5122
2623,3487,2026-03-22,A,1016
2624,3488,2025-10-25,A,6715
2625,3489,2025-08-17,A,9711
2626,3490,2026-01-30,A,10513
2627,3491,2026-02-24,A,6175
2628,3492,2025-09-11,A,2473
2629,3493,2025-11-21,A,6980
2630,3494,2026-03-27,B,2473
2631,3495,2026-02-09,A,10611
2632,3497,2025-10-14,A,6755
2633,3499,2025-11-30,A,6981
2634,3500,2025-09-28,A,2432
2635,3502,2025-07-19,A,2406
2636,3503,2025-06-01,A,7546
2637,3505,2025-06-16,A,6616
2638,3506,2025-08-12,A,9101
2639,3507,2025-12-23,A,1331
2640,3509,2025-11-24,A,6865
2641,3510,2025-11-07,A,11555
2642,3511,2025-11-15,A,4569
2643,3512,2025-05-02,A,2382
2644,3513,2025-05-17,A,2230
2645,3514,2025-09-27,A,8585
2646,3515,2025-07-30,A,8766
2647,3516,2025-04-10,A,8435
2648,3517,2025-03-08,A,4648
2649,3518,2025-09-15,A,3810
2650,3520,2025-11-11,A,11207
2651,3521,2025-07-05,A,2552
2652,3522,2025-03-21,A,10352
2653,3523,2025-08-17,A,8269
2654,3524,2025-08-23,A,6009
2655,3525,2025-10-28,A,2259
2656,3526,2025-08-30,A,6837
2657,3527,2025-08-27,A,9129
2658,3528,2025-12-03,A,767
2659,3529,2025-04-29,C,6952
2660,3532,2026-03-21,A,4541
2661,3535,2025-11-26,B,6176
2662,3537,2025-05-30,A,10750
2663,3539,2025-04-27,A,10874
2664,3541,2026-03-05,C,2384
2665,3542,2025-09-13,A,2404
2666,3544,2025-05-16,A,9823
2667,3545,2025-04-19,C,8807
2668,3546,2025-10-20,A,2382
2669,3547,2025-08-16,A,5351
2670,3548,2025-07-16,A,3442
2671,3549,2025-08-13,A,4160
2672,3551,2025-07-19,A,9130
2673,3552,2025-05-21,A,2712
2674,3553,2025-07-01,A,4183
2675,3554,2025-07-13,A,3580
2676,3555,2025-05-15,A,2473
2677,3556,2025-12-20,A,2183
2678,3557,2025-06-17,A,6753
2679,3558,2025-06-19,A,7602
2680,3560,2025-09-01,C,2571
2681,3561,2025-06-14,A,10987
2682,3562,2025-08-10,A,2473
2683,3563,2025-05-25,C,1524
2684,3564,2025-06-24,A,915
2685,3566,2025-07-09,A,9576
2686,3568,2025-08-24,A,10047
2687,3569,2025-11-17,A,11471
2688,3571,2025-09-16,B,9899
2689,3572,2025-07-29,A,2812
2690,3573,2025-03-25,A,2571
2691,3574,2025-12-16,A,10793
2692,3575,2025-12-15,A,11403
2693,3576,2025-06-21,A,937
2694,3578,2026-04-02,A,5057
2695,3579,2025-09-03,A,2594
2696,3580,2025-05-20,A,9298
2697,3581,2025-11-24,A,5953
2698,3582,2025-04-11,A,11096
2699,3583,2025-08-01,A,2181
2700,3584,2025-09-17,C,6230
2701,3585,2026-01-07,C,2336
2702,3586,2026-01-29,A,6296
2703,3589,2026-01-01,A,11039
2704,3590,2025-11-25,A,5515
2705,3591,2025-09-28,A,11491
2706,3593,2025-06-23,A,2159
2707,3595,2025-09-30,C,1962
2708,3596,2025-06-16,A,6690
2709,3597,2025-11-14,A,10133
2710,3600,2026-01-24,B,1982
2711,3601,2025-04-23,A,3510
2712,3602,2025-08-11,A,2231
2713,3604,2025-06-27,A,2311
2714,3605,2025-07-16,A,8482
2715,3608,2025-02-11,A,2595
2716,3610,2026-01-08,A,9973
2717,3611,2025-10-08,B,2641
2718,3612,2025-06-13,C,1356
2719,3613,2025-12-24,A,2496
2720,3614,2025-12-26,A,8171
2721,3615,2025-07-10,A,3913
2722,3616,2026-04-04,A,2059
2723,3617,2026-02-23,A,11798
2724,3618,2025-09-08,A,4618
2725,3619,2025-08-14,A,10069
2726,3620,2026-01-23,A,8559
2727,3621,2025-05-31,C,11121
2728,3622,2025-05-30,A,7491
2729,3623,2025-10-03,A,2476
2730,3625,2025-04-26,A,5146
2731,3626,2025-10-11,A,3303
2732,3627,2025-04-14,C,2107
2733,3629,2025-08-16,C,890
2734,3631,2025-09-11,A,5209
2735,3633,2025-09-10,A,1115
2736,3634,2025-05-12,A,4966
2737,3635,2025-07-13,A,6715
2738,3636,2025-03-27,A,2159
2739,3637,2026-04-29,A,10305
2740,3639,2026-03-04,A,7843
2741,3640,2025-03-06,A,10250
2742,3641,2025-11-14,C,2431
2743,3643,2025-05-24,A,8095
2744,3644,2025-11-04,A,7519
2745,3645,2025-07-22,A,5186
2746,3646,2025-09-02,C,3809
2747,3647,2025-08-25,C,1180
2748,3648,2025-03-29,A,8935
2749,3649,2025-10-07,A,2433
2750,3651,2026-04-10,C,9846
2751,3652,2025-06-25,A,1379
2752,3653,2025-04-20,A,2450
2753,3654,2025-12-23,C,9876
2754,3655,2025-12-24,A,5402
2755,3657,2025-10-28,A,5663
2756,3658,2025-05-04,B,4373
2757,3660,2025-10-31,A,6152
2758,3661,2025-05-17,A,6460
2759,3662,2025-06-17,A,2358
2760,3663,2025-10-19,C,4943
2761,3664,2025-07-07,A,7970
2762,3665,2025-09-25,A,2641
2763,3666,2025-04-22,A,5691
2764,3668,2025-04-17,A,6125
2765,3669,2026-02-01,A,2081
2766,3670,2025-08-04,A,968
2767,3672,2025-09-20,A,2473
2768,3673,2025-11-23,A,2594
2769,3674,2025-06-09,A,2259
2770,3675,2025-06-12,A,5122
2771,3676,2025-04-28,A,1915
2772,3677,2026-04-08,A,2204
2773,3678,2025-06-28,A,406
2774,3680,2025-06-20,A,2338
2775,3681,2026-02-01,C,7102
2776,3683,2026-02-11,A,5444
2777,3685,2025-05-14,A,2337
2778,3686,2025-10-25,A,7316
2779,3687,2025-08-02,A,1356
2780,3688,2025-03-15,A,10873
2781,3689,2025-12-07,A,2475
2782,3690,2025-12-26,A,9253
2783,3691,2025-07-05,A,8535
2784,3692,2025-08-26,C,3633
2785,3693,2025-09-22,C,10585
2786,3694,2025-10-28,A,2003
2787,3695,2025-03-14,A,11069
2788,3698,2025-08-24,A,2473
2789,3699,2026-02-18,A,2553
2790,3700,2025-06-23,A,11387
2791,3702,2025-12-02,A,1887
2792,3703,2025-06-26,A,9780
2793,3704,2025-07-11,C,2259
2794,3705,2025-05-14,A,2523
2795,3706,2026-02-19,A,4133
2796,3708,2025-06-27,A,6715
2797,3709,2025-04-15,A,8835
2798,3710,2025-06-06,A,2231
2799,3711,2025-07-15,A,2160
2800,3713,2025-10-23,A,2451
2801,3714,2025-08-18,A,11387
2802,3716,2025-08-28,A,11578
2803,3717,2025-06-02,C,2204
2804,3718,2025-11-13,C,9692
2805,3719,2025-04-02,A,2205
2806,3720,2025-11-20,A,2552
2807,3721,2025-12-22,A,2181
2808,3722,2025-09-01,A,7463
2809,3724,2025-05-15,A,6911
2810,3725,2025-09-24,A,5637
2811,3726,2025-07-23,A,9338
2812,3727,2025-12-08,A,2616
2813,3729,2025-10-25,A,4966
2814,3730,2025-11-13,A,9231
2815,3731,2025-07-01,C,2205
2816,3732,2025-04-07,C,2615
2817,3733,2026-02-24,A,2496
2818,3735,2025-09-10,B,968
2819,3740,2025-05-19,C,2642
2820,3741,2025-12-13,A,1441
2821,3742,2025-10-12,A,11719
2822,3744,2026-01-10,A,5638
2823,3746,2025-04-24,A,6504
2824,3747,2025-09-09,A,5823
2825,3748,2025-08-13,A,3491
2826,3749,2025-06-07,A,11187
2827,3751,2025-03-05,A,5465
2828,3752,2025-07-11,A,1400
2829,3753,2026-01-30,C,1715
2830,3754,2025-11-01,A,2667
2831,3755,2025-06-12,A,1762
2832,3756,2025-05-06,A,2474
2833,3758,2025-12-18,C,2594
2834,3760,2025-02-25,A,11012
2835,3761,2025-10-30,A,8960
2836,3762,2025-04-26,C,4184
2837,3764,2025-11-01,A,11535
2838,3765,2025-11-19,A,4746
2839,3766,2025-05-28,A,6297
2840,3767,2025-02-23,B,10177
