UnitID,UnitName,TypeID,ParentUnit,NationalityID,StateID,DistrictID,Active
472,Raichur Women Police Station,3,458.0,1,1,23,1
473,Raichur Cyber Crime Police Station,4,458.0,1,1,23,1
474,"Office of the SP, Ramanagara",7,2.0,1,1,24,1
475,Ramanagara Circle-1,5,474.0,1,1,24,1
476,Ramanagara Circle-2,5,474.0,1,1,24,1
477,Ramanagara Town Police Station,1,476.0,1,1,24,1
478,Ramanagara Rural Police Station,1,475.0,1,1,24,1
479,Ramanagara East Police Station,1,475.0,1,1,24,1
480,Ramanagara-West PS #4,1,475.0,1,1,24,1
481,Ramanagara-North PS #5,1,476.0,1,1,24,1
482,Ramanagara-South PS #6,1,476.0,1,1,24,1
483,Ramanagara-Extension PS #7,1,475.0,1,1,24,1
484,Ramanagara-Industrial Area PS #8,1,476.0,1,1,24,1
485,Ramanagara-Old City PS #9,1,475.0,1,1,24,1
486,Ramanagara-New Town PS #10,1,476.0,1,1,24,1
487,Ramanagara Traffic Police Station,2,474.0,1,1,24,1
488,Ramanagara Women Police Station,3,474.0,1,1,24,1
489,Ramanagara Cyber Crime Police Station,4,474.0,1,1,24,1
490,"Office of the SP, Shivamogga",7,3.0,1,1,25,1
491,Shivamogga Circle-1,5,490.0,1,1,25,1
492,Shivamogga Circle-2,5,490.0,1,1,25,1
493,Shivamogga Circle-3,5,490.0,1,1,25,1
494,Shivamogga Circle-4,5,490.0,1,1,25,1
495,Shivamogga Town Police Station,1,494.0,1,1,25,1
496,Shivamogga Rural Police Station,1,493.0,1,1,25,1
497,Shivamogga East Police Station,1,491.0,1,1,25,1
498,Shivamogga-West PS #4,1,491.0,1,1,25,1
499,Shivamogga-North PS #5,1,494.0,1,1,25,1
500,Shivamogga-South PS #6,1,493.0,1,1,25,1
501,Shivamogga-Extension PS #7,1,491.0,1,1,25,1
502,Shivamogga-Industrial Area PS #8,1,491.0,1,1,25,1
503,Shivamogga-Old City PS #9,1,493.0,1,1,25,1
504,Shivamogga-New Town PS #10,1,492.0,1,1,25,1
505,Shivamogga-Market PS #11,1,493.0,1,1,25,1
506,Shivamogga-Cantonment PS #12,1,492.0,1,1,25,1
507,Shivamogga Traffic Police Station,2,490.0,1,1,25,1
508,Shivamogga Women Police Station,3,490.0,1,1,25,1
509,Shivamogga Cyber Crime Police Station,4,490.0,1,1,25,1
510,"Office of the SP, Tumakuru",7,4.0,1,1,26,1
511,Tumakuru Circle-1,5,510.0,1,1,26,1
512,Tumakuru Circle-2,5,510.0,1,1,26,1
513,Tumakuru Town Police Station,1,512.0,1,1,26,1
514,Tumakuru Rural Police Station,1,512.0,1,1,26,1
515,Tumakuru East Police Station,1,511.0,1,1,26,1
516,Tumakuru-West PS #4,1,511.0,1,1,26,1
517,Tumakuru-North PS #5,1,511.0,1,1,26,1
518,Tumakuru-South PS #6,1,511.0,1,1,26,1
519,Tumakuru-Extension PS #7,1,511.0,1,1,26,1
520,Tumakuru-Industrial Area PS #8,1,512.0,1,1,26,1
521,Tumakuru-Old City PS #9,1,511.0,1,1,26,1
522,Tumakuru-New Town PS #10,1,512.0,1,1,26,1
523,Tumakuru-Market PS #11,1,511.0,1,1,26,1
524,Tumakuru-Cantonment PS #12,1,511.0,1,1,26,1
525,Tumakuru-Suburb PS #13,1,512.0,1,1,26,1
526,Tumakuru-Town PS #14,1,512.0,1,1,26,1
527,Tumakuru Traffic Police Station,2,510.0,1,1,26,1
528,Tumakuru Women Police Station,3,510.0,1,1,26,1
529,Tumakuru Cyber Crime Police Station,4,510.0,1,1,26,1
530,"Office of the SP, Udupi",7,5.0,1,1,27,1
531,Udupi Circle-1,5,530.0,1,1,27,1
532,Udupi Circle-2,5,530.0,1,1,27,1
533,Udupi Circle-3,5,530.0,1,1,27,1
534,Udupi Town Police Station,1,531.0,1,1,27,1
535,Udupi Rural Police Station,1,532.0,1,1,27,1
536,Udupi East Police Station,1,531.0,1,1,27,1
537,Udupi-West PS #4,1,533.0,1,1,27,1
538,Udupi-North PS #5,1,531.0,1,1,27,1
539,Udupi-South PS #6,1,533.0,1,1,27,1
540,Udupi-Extension PS #7,1,531.0,1,1,27,1
541,Udupi-Industrial Area PS #8,1,532.0,1,1,27,1
542,Udupi-Old City PS #9,1,533.0,1,1,27,1
543,Udupi-New Town PS #10,1,532.0,1,1,27,1
544,Udupi-Market PS #11,1,533.0,1,1,27,1
545,Udupi Traffic Police Station,2,530.0,1,1,27,1
546,Udupi Women Police Station,3,530.0,1,1,27,1
547,Udupi Cyber Crime Police Station,4,530.0,1,1,27,1
548,"Office of the SP, Uttara Kannada",7,6.0,1,1,28,1
549,Uttara Kannada Circle-1,5,548.0,1,1,28,1
550,Uttara Kannada Circle-2,5,548.0,1,1,28,1
551,Uttara Kannada Town Police Station,1,549.0,1,1,28,1
552,Karwar Rural Police Station,1,549.0,1,1,28,1
553,Karwar East Police Station,1,549.0,1,1,28,1
554,Karwar-West PS #4,1,549.0,1,1,28,1
555,Karwar-North PS #5,1,550.0,1,1,28,1
556,Karwar-South PS #6,1,549.0,1,1,28,1
557,Karwar-Extension PS #7,1,549.0,1,1,28,1
558,Karwar-Industrial Area PS #8,1,550.0,1,1,28,1
559,Karwar-Old City PS #9,1,550.0,1,1,28,1
560,Karwar-New Town PS #10,1,549.0,1,1,28,1
561,Karwar-Market PS #11,1,550.0,1,1,28,1
562,Karwar Traffic Police Station,2,548.0,1,1,28,1
563,Karwar Women Police Station,3,548.0,1,1,28,1
564,Uttara Kannada Cyber Crime Police Station,4,548.0,1,1,28,1
565,"Office of the SP, Vijayapura",7,7.0,1,1,29,1
566,Vijayapura Circle-1,5,565.0,1,1,29,1
567,Vijayapura Circle-2,5,565.0,1,1,29,1
568,Vijayapura Circle-3,5,565.0,1,1,29,1
569,Vijayapura Town Police Station,1,566.0,1,1,29,1
570,Vijayapura Rural Police Station,1,568.0,1,1,29,1
571,Vijayapura East Police Station,1,566.0,1,1,29,1
572,Vijayapura-West PS #4,1,567.0,1,1,29,1
573,Vijayapura-North PS #5,1,566.0,1,1,29,1
574,Vijayapura-South PS #6,1,567.0,1,1,29,1
575,Vijayapura-Extension PS #7,1,566.0,1,1,29,1
576,Vijayapura-Industrial Area PS #8,1,566.0,1,1,29,1
577,Vijayapura-Old City PS #9,1,567.0,1,1,29,1
578,Vijayapura Traffic Police Station,2,565.0,1,1,29,1
579,Vijayapura Women Police Station,3,565.0,1,1,29,1
580,Vijayapura Cyber Crime Police Station,4,565.0,1,1,29,1
581,"Office of the SP, Yadgir",7,2.0,1,1,30,1
582,Yadgir Circle-1,5,581.0,1,1,30,1
583,Yadgir Circle-2,5,581.0,1,1,30,1
584,Yadgir Circle-3,5,581.0,1,1,30,1
585,Yadgir Town Police Station,1,583.0,1,1,30,1
586,Yadgir Rural Police Station,1,583.0,1,1,30,1
587,Yadgir East Police Station,1,582.0,1,1,30,1
588,Yadgir-West PS #4,1,582.0,1,1,30,1
589,Yadgir-North PS #5,1,582.0,1,1,30,1
590,Yadgir-South PS #6,1,584.0,1,1,30,1
591,Yadgir-Extension PS #7,1,582.0,1,1,30,1
592,Yadgir-Industrial Area PS #8,1,583.0,1,1,30,1
593,Yadgir Traffic Police Station,2,581.0,1,1,30,1
594,Yadgir Women Police Station,3,581.0,1,1,30,1
595,Yadgir Cyber Crime Police Station,4,581.0,1,1,30,1
596,"Office of the SP, Vijayanagara",7,3.0,1,1,31,1
597,Vijayanagara Circle-1,5,596.0,1,1,31,1
598,Vijayanagara Circle-2,5,596.0,1,1,31,1
599,Vijayanagara Circle-3,5,596.0,1,1,31,1
600,Vijayanagara Town Police Station,1,598.0,1,1,31,1
601,Hosapete Rural Police Station,1,598.0,1,1,31,1
602,Hosapete East Police Station,1,597.0,1,1,31,1
603,Hosapete-West PS #4,1,598.0,1,1,31,1
604,Hosapete-North PS #5,1,598.0,1,1,31,1
605,Hosapete-South PS #6,1,599.0,1,1,31,1
606,Hosapete-Extension PS #7,1,599.0,1,1,31,1
607,Hosapete-Industrial Area PS #8,1,598.0,1,1,31,1
608,Hosapete-Old City PS #9,1,599.0,1,1,31,1
609,Hosapete-New Town PS #10,1,599.0,1,1,31,1
610,Hosapete-Market PS #11,1,598.0,1,1,31,1
611,Hosapete-Cantonment PS #12,1,597.0,1,1,31,1
612,Hosapete Traffic Police Station,2,596.0,1,1,31,1
613,Hosapete Women Police Station,3,596.0,1,1,31,1
614,Vijayanagara Cyber Crime Police Station,4,596.0,1,1,31,1
