CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
7217,BNS,305,1,1
7217,BNS,303,1,2
7217,BNS,309,1,3
7218,BNS,310,1,1
7219,BNS,140,1,1
7219,BNS,64,1,2
7219,BNS,74,1,3
7220,BNS,305,1,1
7221,BNS,78,1,1
7221,BNS,85,1,2
7221,BNS,140,1,3
7222,BNS,310,1,1
7223,BNS,338,1,1
7223,BNS,318,1,2
7224,BNS,316,1,1
7224,BNS,305,1,2
7225,IT,66D,1,1
7225,BNS,318,1,2
7226,BNS,318,1,1
7226,BNS,309,1,2
7226,BNS,310,1,3
7227,BNS,318,1,1
7227,BNS,303,1,2
7227,BNS,316,1,3
7228,EXCISE,32,1,1
7228,NDPS,8,1,2
7229,BNS,318,1,1
7230,BNS,112,1,1
7230,BNS,351,1,2
7230,BNS,111,1,3
7231,BNS,78,1,1
7231,BNS,85,1,2
7232,BNS,309,1,1
7233,BNS,64,1,1
7233,BNS,85,1,2
7234,BNS,80,1,1
7234,BNS,85,1,2
7235,BNS,338,1,1
7236,MV,185,1,1
7237,BNS,316,1,1
7237,BNS,310,1,2
7237,BNS,309,1,3
7238,BNS,109,1,1
7238,BNS,118,1,2
7240,BNS,105,1,1
7241,BNS,305,1,1
7243,BNS,305,1,1
7243,BNS,309,1,2
7243,BNS,310,1,3
7244,BNS,316,1,1
7245,BNS,85,1,1
7245,BNS,80,1,2
7245,BNS,78,1,3
7246,BNS,338,1,1
7246,BNS,318,1,2
7246,IT,66D,1,3
7247,BNS,309,1,1
7247,BNS,305,1,2
7247,BNS,318,1,3
7248,BNS,318,1,1
7248,BNS,309,1,2
7249,BNS,305,1,1
7249,BNS,309,1,2
7250,MV,184,1,1
7251,BNS,338,1,1
7251,BNS,318,1,2
7251,IT,66D,1,3
7252,BNS,318,1,1
7253,BNS,318,1,1
7253,BNS,316,1,2
7254,BNS,85,1,1
7255,BNS,318,1,1
7255,BNS,338,1,2
7255,IT,66D,1,3
7256,BNS,331,1,1
7256,BNS,318,1,2
7257,BNS,310,1,1
7257,BNS,305,1,2
7258,BNS,318,1,1
7259,MV,185,1,1
7260,BNS,74,1,1
7261,IT,66D,1,1
7261,BNS,338,1,2
7261,BNS,318,1,3
7262,MV,184,1,1
7262,MV,185,1,2
7263,IT,66D,1,1
7264,BNS,80,1,1
7265,BNS,303,1,1
7265,BNS,309,1,2
7265,BNS,331,1,3
7266,BNS,140,1,1
7266,BNS,85,1,2
7266,BNS,64,1,3
7267,MV,185,1,1
7268,MV,184,1,1
7269,BNS,351,1,1
7270,BNS,318,1,1
7270,BNS,338,1,2
7271,BNS,140,1,1
7271,BNS,80,1,2
7272,BNS,351,1,1
7272,BNS,111,1,2
7273,BNS,115,1,1
7273,BNS,118,1,2
7274,BNS,64,1,1
7274,BNS,74,1,2
7274,BNS,85,1,3
7275,BNS,338,1,1
7276,IT,66C,1,1
7276,IT,66,1,2
7276,IT,66D,1,3
7277,MV,185,1,1
7278,BNS,318,1,1
7278,BNS,310,1,2
7279,BNS,64,1,1
7279,BNS,74,1,2
7279,BNS,85,1,3
7280,MV,184,1,1
7281,BNS,189,1,1
7284,IT,66C,1,1
7287,BNS,305,1,1
7287,BNS,303,1,2
7289,BNS,118,1,1
7289,BNS,109,1,2
7290,NDPS,8,1,1
7290,ARMS,25,1,2
7291,IT,66D,1,1
7291,BNS,318,1,2
7292,BNS,112,1,1
7293,BNS,115,1,1
7294,BNS,310,1,1
7294,BNS,331,1,2
7294,BNS,305,1,3
7295,MV,184,1,1
7296,NDPS,20,1,1
7296,NDPS,8,1,2
7297,BNS,303,1,1
7297,BNS,305,1,2
7298,IT,66C,1,1
7299,BNS,309,1,1
7299,BNS,331,1,2
7300,BNS,351,1,1
7301,BNS,111,1,1
7301,BNS,351,1,2
7301,BNS,189,1,3
7302,MV,185,1,1
7303,BNS,303,1,1
7304,IT,66D,1,1
7304,BNS,318,1,2
7305,BNS,112,1,1
7306,BNS,351,1,1
7306,BNS,111,1,2
7307,MV,185,1,1
7308,BNS,310,1,1
7308,BNS,305,1,2
7308,BNS,331,1,3
7309,IT,66,1,1
7309,IT,66C,1,2
7309,IT,66D,1,3
7310,BNS,103,1,1
7311,ARMS,25,1,1
7311,NDPS,21,1,2
7311,NDPS,8,1,3
7312,BNS,103,1,1
7312,BNS,118,1,2
7312,BNS,105,1,3
7313,BNS,303,1,1
7313,BNS,316,1,2
7313,BNS,318,1,3
7314,BNS,111,1,1
7314,BNS,351,1,2
7314,BNS,191,1,3
7315,BNS,316,1,1
7315,BNS,310,1,2
7315,BNS,305,1,3
7316,IT,66C,1,1
7317,MV,184,1,1
7319,PC,7,1,1
7320,BNS,338,1,1
7320,IT,66D,1,2
7320,BNS,318,1,3
7321,BNS,74,1,1
7322,IT,66D,1,1
7322,BNS,318,1,2
7322,BNS,338,1,3
7323,IT,66C,1,1
7323,IT,66D,1,2
7324,MV,184,1,1
7325,BNS,309,1,1
7325,BNS,303,1,2
7325,BNS,310,1,3
7327,IT,66D,1,1
7327,BNS,338,1,2
7327,BNS,318,1,3
7328,BNS,103,1,1
7328,BNS,115,1,2
7329,BNS,64,1,1
7329,BNS,80,1,2
7330,BNS,318,1,1
7330,BNS,316,1,2
7331,BNS,331,1,1
7331,BNS,303,1,2
7331,BNS,318,1,3
7332,MV,184,1,1
7333,BNS,140,1,1
7333,BNS,85,1,2
7333,BNS,78,1,3
7334,BNS,318,1,1
7334,BNS,338,1,2
7334,IT,66D,1,3
7335,BNS,310,1,1
7336,MV,185,1,1
7336,MV,184,1,2
7337,BNS,115,1,1
7337,BNS,105,1,2
7337,BNS,109,1,3
7338,BNS,111,1,1
7339,BNS,305,1,1
7340,BNS,189,1,1
7340,BNS,191,1,2
7340,BNS,112,1,3
7341,BNS,318,1,1
7341,BNS,309,1,2
7342,BNS,111,1,1
7342,BNS,196,1,2
7342,BNS,191,1,3
7343,MV,184,1,1
7343,MV,185,1,2
7344,BNS,189,1,1
7345,ARMS,25,1,1
7345,ARMS,27,1,2
7346,BNS,318,1,1
7347,BNS,85,1,1
7347,BNS,140,1,2
7347,BNS,78,1,3
7348,POCSO,4,1,1
7349,BNS,310,1,1
7349,BNS,316,1,2
7349,BNS,331,1,3
7350,BNS,305,1,1
7350,BNS,316,1,2
7350,BNS,310,1,3
7351,MV,184,1,1
7352,BNS,118,1,1
7352,BNS,115,1,2
7353,EXCISE,32,1,1
7354,ARMS,25,1,1
7354,NDPS,20,1,2
7354,NDPS,8,1,3
7355,NDPS,21,1,1
7355,NDPS,20,1,2
7356,BNS,309,1,1
7357,BNS,318,1,1
7358,BNS,338,1,1
7358,BNS,318,1,2
7358,IT,66D,1,3
7359,BNS,331,1,1
7359,BNS,309,1,2
7359,BNS,303,1,3
7360,MV,184,1,1
7361,BNS,105,1,1
7361,BNS,109,1,2
7361,BNS,103,1,3
7362,BNS,318,1,1
7362,BNS,305,1,2
7362,BNS,331,1,3
7363,BNS,338,1,1
7364,MV,185,1,1
7364,MV,184,1,2
7365,BNS,111,1,1
7365,BNS,191,1,2
7366,IT,66,1,1
7366,IT,66C,1,2
7367,IT,66D,1,1
7367,BNS,338,1,2
7368,BNS,80,1,1
7369,BNS,140,1,1
7369,POCSO,8,1,2
7370,BNS,316,1,1
7370,BNS,331,1,2
7371,BNS,80,1,1
7371,BNS,140,1,2
7371,BNS,85,1,3
7372,EXCISE,32,1,1
7372,NDPS,21,1,2
7373,MV,184,1,1
7375,BNS,318,1,1
7375,BNS,338,1,2
7375,IT,66D,1,3
7376,BNS,115,1,1
7377,BNS,196,1,1
7377,BNS,112,1,2
7377,BNS,111,1,3
7378,IT,66D,1,1
7378,BNS,338,1,2
7379,BNS,305,1,1
7379,BNS,318,1,2
7380,BNS,118,1,1
7381,MV,184,1,1
7382,MV,184,1,1
7383,BNS,331,1,1
7383,BNS,318,1,2
7383,BNS,305,1,3
7384,POCSO,8,1,1
7384,POCSO,4,1,2
7384,BNS,140,1,3
7385,BNS,318,1,1
7386,BNS,310,1,1
7386,BNS,316,1,2
7386,BNS,309,1,3
7387,MV,185,1,1
7387,MV,184,1,2
7388,IT,66D,1,1
7388,BNS,318,1,2
7389,BNS,310,1,1
7390,MV,185,1,1
7391,BNS,140,1,1
7391,POCSO,8,1,2
7391,POCSO,4,1,3
7392,BNS,310,1,1
7393,BNS,196,1,1
7393,BNS,111,1,2
7393,BNS,189,1,3
7394,BNS,111,1,1
7394,BNS,196,1,2
7394,BNS,351,1,3
7395,BNS,112,1,1
7395,BNS,191,1,2
7396,IT,66C,1,1
7396,IT,66D,1,2
7397,IT,66D,1,1
7398,BNS,111,1,1
7398,BNS,189,1,2
7398,BNS,191,1,3
7400,IT,66D,1,1
7401,BNS,112,1,1
7401,BNS,111,1,2
7401,BNS,189,1,3
7402,MV,185,1,1
7402,MV,184,1,2
7403,BNS,310,1,1
7403,BNS,305,1,2
7404,MV,185,1,1
7405,BNS,310,1,1
7406,PC,7,1,1
7407,BNS,309,1,1
7408,BNS,305,1,1
7408,BNS,316,1,2
7409,MV,185,1,1
7409,MV,184,1,2
7410,BNS,318,1,1
7410,BNS,310,1,2
7410,BNS,316,1,3
7411,BNS,111,1,1
7411,BNS,191,1,2
7411,BNS,351,1,3
7412,BNS,64,1,1
7412,BNS,140,1,2
7412,BNS,80,1,3
7413,EXCISE,32,1,1
7413,ARMS,25,1,2
7414,BNS,305,1,1
7414,BNS,309,1,2
7414,BNS,331,1,3
7415,BNS,309,1,1
7416,MV,185,1,1
7416,MV,184,1,2
7417,BNS,111,1,1
7417,BNS,191,1,2
7418,EXCISE,32,1,1
7419,BNS,305,1,1
7420,BNS,316,1,1
7420,BNS,318,1,2
7420,BNS,303,1,3
7421,IT,66D,1,1
7422,MV,185,1,1
7422,MV,184,1,2
7423,IT,66D,1,1
7423,BNS,338,1,2
7423,BNS,318,1,3
7424,BNS,191,1,1
7424,BNS,189,1,2
7424,BNS,111,1,3
7425,BNS,64,1,1
7425,BNS,80,1,2
7425,BNS,74,1,3
7426,MV,184,1,1
7426,MV,185,1,2
7427,BNS,80,1,1
7428,NDPS,21,1,1
7429,BNS,318,1,1
7429,IT,66D,1,2
7430,MV,184,1,1
7430,MV,185,1,2
7431,BNS,318,1,1
7431,BNS,316,1,2
7431,BNS,305,1,3
7432,MV,184,1,1
7432,MV,185,1,2
7433,BNS,338,1,1
7434,BNS,109,1,1
7434,BNS,103,1,2
7434,BNS,105,1,3
7435,BNS,331,1,1
7436,NDPS,8,1,1
7436,NDPS,20,1,2
7436,NDPS,21,1,3
7437,BNS,74,1,1
7438,BNS,331,1,1
7439,BNS,115,1,1
7439,BNS,109,1,2
7439,BNS,103,1,3
7440,BNS,310,1,1
7440,BNS,318,1,2
7441,MV,184,1,1
7442,BNS,318,1,1
7443,MV,184,1,1
7443,MV,185,1,2
7444,IT,66,1,1
7444,IT,66C,1,2
7444,IT,66D,1,3
7445,BNS,196,1,1
7445,BNS,111,1,2
7445,BNS,191,1,3
7446,BNS,338,1,1
7446,IT,66D,1,2
7447,EXCISE,32,1,1
7447,NDPS,8,1,2
7448,BNS,316,1,1
7449,IT,66D,1,1
7449,IT,66C,1,2
7449,IT,66,1,3
7450,BNS,309,1,1
7451,IT,66D,1,1
7451,BNS,318,1,2
7452,BNS,318,1,1
7452,BNS,305,1,2
7453,BNS,310,1,1
7454,MV,184,1,1
7455,BNS,331,1,1
7456,BNS,318,1,1
7457,BNS,338,1,1
7458,BNS,191,1,1
7458,BNS,112,1,2
7458,BNS,111,1,3
7459,BNS,305,1,1
7459,BNS,316,1,2
7459,BNS,309,1,3
7460,BNS,64,1,1
7460,BNS,140,1,2
7460,BNS,74,1,3
7461,BNS,316,1,1
7462,BNS,309,1,1
7463,BNS,310,1,1
7463,BNS,318,1,2
7463,BNS,303,1,3
7464,BNS,191,1,1
7464,BNS,112,1,2
7465,BNS,331,1,1
7466,BNS,305,1,1
7467,BNS,309,1,1
7467,BNS,316,1,2
7467,BNS,305,1,3
7469,IT,66D,1,1
7469,IT,66,1,2
7469,IT,66C,1,3
7470,BNS,103,1,1
7471,BNS,318,1,1
7472,BNS,140,1,1
7472,POCSO,4,1,2
7472,POCSO,8,1,3
7473,BNS,338,1,1
7473,BNS,318,1,2
7473,IT,66D,1,3
7474,BNS,318,1,1
7474,IT,66D,1,2
7474,BNS,338,1,3
7475,BNS,338,1,1
7476,POCSO,4,1,1
7476,BNS,140,1,2
7477,MV,185,1,1
7477,MV,184,1,2
7478,BNS,318,1,1
7478,BNS,316,1,2
7478,BNS,310,1,3
7479,BNS,316,1,1
7479,BNS,310,1,2
7479,BNS,309,1,3
7480,BNS,191,1,1
7481,BNS,351,1,1
7482,BNS,118,1,1
7482,BNS,103,1,2
7482,BNS,109,1,3
7483,BNS,118,1,1
7483,BNS,109,1,2
7483,BNS,105,1,3
7484,BNS,115,1,1
7484,BNS,118,1,2
7485,BNS,310,1,1
7485,BNS,331,1,2
7485,BNS,305,1,3
7486,BNS,305,1,1
7486,BNS,309,1,2
7486,BNS,316,1,3
7487,BNS,303,1,1
7487,BNS,305,1,2
7488,MV,184,1,1
7489,BNS,140,1,1
7489,BNS,80,1,2
7490,ARMS,25,1,1
7491,MV,184,1,1
7491,MV,185,1,2
7492,BNS,310,1,1
7493,BNS,111,1,1
7494,BNS,338,1,1
7495,BNS,309,1,1
7495,BNS,331,1,2
7495,BNS,318,1,3
7496,BNS,331,1,1
7497,BNS,316,1,1
7497,BNS,309,1,2
7498,NDPS,20,1,1
7499,BNS,309,1,1
7499,BNS,303,1,2
7501,BNS,331,1,1
7501,BNS,309,1,2
7501,BNS,310,1,3
7502,BNS,310,1,1
7502,BNS,303,1,2
7502,BNS,309,1,3
7503,BNS,111,1,1
7503,BNS,189,1,2
7503,BNS,196,1,3
7504,BNS,118,1,1
7504,BNS,103,1,2
7504,BNS,109,1,3
7505,BNS,191,1,1
7506,IT,66,1,1
7507,BNS,305,1,1
7508,BNS,191,1,1
7509,BNS,303,1,1
7509,BNS,318,1,2
7509,BNS,316,1,3
7510,BNS,331,1,1
7510,BNS,316,1,2
7510,BNS,305,1,3
7511,ARMS,27,1,1
7513,BNS,338,1,1
7514,BNS,309,1,1
7514,BNS,310,1,2
7516,BNS,189,1,1
7516,BNS,351,1,2
7517,BNS,318,1,1
7519,BNS,196,1,1
7520,BNS,305,1,1
7520,BNS,318,1,2
7521,IT,66,1,1
7522,MV,184,1,1
7523,BNS,305,1,1
7524,BNS,318,1,1
7524,BNS,316,1,2
7524,BNS,305,1,3
7525,BNS,305,1,1
7525,BNS,303,1,2
7528,BNS,64,1,1
7528,BNS,80,1,2
7528,BNS,78,1,3
7529,BNS,305,1,1
7529,BNS,318,1,2
7529,BNS,316,1,3
7530,BNS,118,1,1
7531,BNS,318,1,1
7531,IT,66D,1,2
7532,NDPS,20,1,1
7533,BNS,112,1,1
7534,BNS,74,1,1
7534,BNS,64,1,2
7535,IT,66C,1,1
7536,BNS,309,1,1
7536,BNS,318,1,2
7537,BNS,109,1,1
7538,BNS,85,1,1
7540,IT,66D,1,1
7541,MV,184,1,1
7542,BNS,103,1,1
7543,BNS,309,1,1
7544,IT,66D,1,1
7544,BNS,338,1,2
7544,BNS,318,1,3
7545,MV,185,1,1
7545,MV,184,1,2
7546,ARMS,27,1,1
7546,NDPS,8,1,2
7547,BNS,78,1,1
7547,BNS,85,1,2
7548,BNS,338,1,1
7548,BNS,318,1,2
7549,BNS,196,1,1
7549,BNS,189,1,2
7549,BNS,112,1,3
7550,BNS,140,1,1
7550,BNS,64,1,2
7551,BNS,303,1,1
7551,BNS,331,1,2
7552,EXCISE,32,1,1
7553,BNS,111,1,1
7553,BNS,196,1,2
7554,BNS,309,1,1
7555,BNS,310,1,1
7555,BNS,309,1,2
7556,BNS,103,1,1
7556,BNS,118,1,2
7557,NDPS,21,1,1
7557,ARMS,25,1,2
7559,BNS,318,1,1
7560,BNS,318,1,1
7561,MV,184,1,1
7561,MV,185,1,2
7562,BNS,303,1,1
7562,BNS,316,1,2
7563,EXCISE,32,1,1
7564,BNS,303,1,1
7564,BNS,318,1,2
7565,BNS,85,1,1
7566,BNS,118,1,1
7566,BNS,109,1,2
7566,BNS,115,1,3
7567,NDPS,21,1,1
7567,ARMS,27,1,2
7568,BNS,118,1,1
7568,BNS,109,1,2
7569,IT,66C,1,1
7569,IT,66D,1,2
7569,IT,66,1,3
7570,BNS,105,1,1
7570,BNS,109,1,2
7570,BNS,118,1,3
7571,BNS,318,1,1
7571,BNS,303,1,2
7572,BNS,331,1,1
7573,MV,184,1,1
7573,MV,185,1,2
7574,BNS,351,1,1
7574,BNS,112,1,2
7574,BNS,189,1,3
7575,BNS,303,1,1
7575,BNS,318,1,2
7576,IT,66,1,1
7576,IT,66C,1,2
7576,IT,66D,1,3
7577,BNS,103,1,1
7577,BNS,115,1,2
7577,BNS,105,1,3
7578,BNS,338,1,1
7578,IT,66D,1,2
7579,ARMS,25,1,1
7579,NDPS,8,1,2
7580,BNS,318,1,1
7580,IT,66D,1,2
7580,BNS,338,1,3
7581,BNS,318,1,1
7581,BNS,338,1,2
7581,IT,66D,1,3
7582,BNS,318,1,1
7582,BNS,310,1,2
7583,BNS,310,1,1
7584,BNS,303,1,1
7584,BNS,318,1,2
7585,BNS,140,1,1
7586,BNS,140,1,1
7587,BNS,318,1,1
7587,BNS,316,1,2
7588,BNS,303,1,1
7588,BNS,318,1,2
7589,MV,184,1,1
7589,MV,185,1,2
7590,BNS,351,1,1
7591,BNS,105,1,1
7591,BNS,118,1,2
7592,BNS,78,1,1
7592,BNS,140,1,2
7593,PC,7,1,1
7594,BNS,303,1,1
7594,BNS,331,1,2
7594,BNS,310,1,3
7595,MV,185,1,1
7596,BNS,80,1,1
7596,BNS,85,1,2
7596,BNS,140,1,3
7597,MV,185,1,1
7597,MV,184,1,2
7598,PC,7,1,1
7599,BNS,318,1,1
7599,BNS,305,1,2
7600,MV,184,1,1
7601,MV,184,1,1
7602,BNS,309,1,1
7602,BNS,331,1,2
7602,BNS,303,1,3
7603,BNS,318,1,1
7604,BNS,331,1,1
7604,BNS,310,1,2
7604,BNS,305,1,3
7605,BNS,338,1,1
7605,IT,66D,1,2
7606,BNS,318,1,1
7606,BNS,338,1,2
7607,BNS,189,1,1
7607,BNS,196,1,2
7607,BNS,191,1,3
7608,MV,185,1,1
7608,MV,184,1,2
7609,NDPS,20,1,1
7609,ARMS,27,1,2
7609,EXCISE,32,1,3
7610,BNS,338,1,1
7610,IT,66D,1,2
7610,BNS,318,1,3
7611,EXCISE,32,1,1
7611,ARMS,27,1,2
7612,BNS,111,1,1
7612,BNS,196,1,2
7613,BNS,318,1,1
7614,BNS,118,1,1
7614,BNS,115,1,2
7614,BNS,103,1,3
7615,NDPS,8,1,1
7615,NDPS,20,1,2
7615,EXCISE,32,1,3
7616,BNS,316,1,1
7617,ARMS,25,1,1
7617,NDPS,20,1,2
7617,NDPS,21,1,3
7618,BNS,316,1,1
7618,BNS,331,1,2
7618,BNS,310,1,3
7619,MV,185,1,1
7620,BNS,118,1,1
7622,BNS,109,1,1
7622,BNS,118,1,2
7622,BNS,115,1,3
7623,BNS,310,1,1
7623,BNS,316,1,2
7624,BNS,118,1,1
7624,BNS,105,1,2
7625,BNS,338,1,1
7626,BNS,318,1,1
7626,BNS,303,1,2
7626,BNS,331,1,3
7627,MV,185,1,1
7628,NDPS,20,1,1
7628,ARMS,27,1,2
7628,NDPS,8,1,3
7629,BNS,338,1,1
7630,MV,185,1,1
7630,MV,184,1,2
7631,BNS,331,1,1
7631,BNS,303,1,2
7632,BNS,331,1,1
7633,ARMS,25,1,1
7633,NDPS,8,1,2
7634,NDPS,21,1,1
7634,ARMS,27,1,2
7634,ARMS,25,1,3
7635,MV,185,1,1
7635,MV,184,1,2
7636,ARMS,25,1,1
7637,BNS,105,1,1
7637,BNS,103,1,2
7639,BNS,189,1,1
7640,MV,184,1,1
7642,BNS,64,1,1
7643,BNS,80,1,1
7643,BNS,78,1,2
7644,ARMS,27,1,1
7645,BNS,316,1,1
7645,BNS,310,1,2
7646,BNS,80,1,1
7647,BNS,118,1,1
7647,BNS,115,1,2
7647,BNS,109,1,3
7648,BNS,78,1,1
7648,BNS,85,1,2
7648,BNS,74,1,3
7649,BNS,105,1,1
7649,BNS,118,1,2
7649,BNS,103,1,3
7650,BNS,338,1,1
7650,BNS,318,1,2
7651,BNS,305,1,1
7652,BNS,331,1,1
7652,BNS,305,1,2
7652,BNS,309,1,3
7653,BNS,310,1,1
7654,BNS,338,1,1
7654,BNS,318,1,2
7655,BNS,318,1,1
7657,BNS,118,1,1
7657,BNS,105,1,2
7657,BNS,103,1,3
7658,BNS,309,1,1
7659,BNS,318,1,1
7660,BNS,111,1,1
7661,BNS,310,1,1
7661,BNS,316,1,2
7661,BNS,309,1,3
7662,BNS,316,1,1
7662,BNS,309,1,2
7663,MV,184,1,1
7663,MV,185,1,2
7664,BNS,189,1,1
7664,BNS,351,1,2
7665,MV,184,1,1
7666,BNS,310,1,1
7666,BNS,309,1,2
7667,BNS,338,1,1
7667,BNS,318,1,2
7667,IT,66D,1,3
7668,IT,66C,1,1
7668,IT,66D,1,2
7669,BNS,310,1,1
7669,BNS,331,1,2
7669,BNS,316,1,3
7670,BNS,318,1,1
7671,BNS,303,1,1
7672,BNS,338,1,1
7673,MV,185,1,1
7674,NDPS,21,1,1
7674,ARMS,27,1,2
7675,BNS,78,1,1
7675,BNS,85,1,2
7676,BNS,310,1,1
7676,BNS,309,1,2
7676,BNS,331,1,3
7677,BNS,196,1,1
7678,BNS,305,1,1
7678,BNS,331,1,2
7679,BNS,115,1,1
7679,BNS,118,1,2
7679,BNS,103,1,3
7680,BNS,310,1,1
7681,EXCISE,32,1,1
7681,NDPS,20,1,2
7682,BNS,191,1,1
7683,BNS,303,1,1
7684,BNS,303,1,1
7684,BNS,316,1,2
7685,BNS,105,1,1
7685,BNS,109,1,2
7686,BNS,196,1,1
7686,BNS,351,1,2
7687,BNS,80,1,1
7687,BNS,78,1,2
7687,BNS,74,1,3
7688,BNS,309,1,1
7688,BNS,331,1,2
7688,BNS,305,1,3
7689,BNS,318,1,1
7689,IT,66D,1,2
7690,BNS,318,1,1
7691,BNS,191,1,1
7691,BNS,351,1,2
7692,BNS,316,1,1
7692,BNS,305,1,2
7693,BNS,303,1,1
7693,BNS,309,1,2
7693,BNS,316,1,3
7694,BNS,310,1,1
7695,MV,185,1,1
7696,BNS,303,1,1
7696,BNS,316,1,2
7696,BNS,318,1,3
7697,BNS,309,1,1
7697,BNS,316,1,2
7697,BNS,303,1,3
7698,IT,66D,1,1
7699,IT,66D,1,1
7700,IT,66D,1,1
7700,IT,66,1,2
7701,BNS,331,1,1
7701,BNS,316,1,2
7702,BNS,103,1,1
7703,MV,184,1,1
7704,BNS,318,1,1
7704,BNS,338,1,2
7704,IT,66D,1,3
7705,MV,184,1,1
7705,MV,185,1,2
7706,BNS,331,1,1
7706,BNS,310,1,2
7707,MV,185,1,1
7707,MV,184,1,2
7708,BNS,105,1,1
7709,MV,184,1,1
7709,MV,185,1,2
7710,BNS,303,1,1
7710,BNS,309,1,2
7710,BNS,331,1,3
7711,BNS,118,1,1
7711,BNS,103,1,2
7711,BNS,105,1,3
7712,IT,66C,1,1
7713,MV,185,1,1
7713,MV,184,1,2
7714,MV,185,1,1
7715,BNS,338,1,1
7715,IT,66D,1,2
7716,BNS,111,1,1
7716,BNS,189,1,2
7716,BNS,191,1,3
7717,BNS,309,1,1
7719,BNS,309,1,1
7719,BNS,331,1,2
7720,MV,185,1,1
7720,MV,184,1,2
7721,BNS,318,1,1
7721,BNS,338,1,2
7721,IT,66D,1,3
7722,BNS,318,1,1
7723,BNS,115,1,1
7723,BNS,118,1,2
7724,BNS,191,1,1
7724,BNS,112,1,2
7724,BNS,111,1,3
7725,MV,184,1,1
7726,MV,184,1,1
7726,MV,185,1,2
7728,BNS,112,1,1
7728,BNS,191,1,2
7729,BNS,80,1,1
7729,BNS,85,1,2
7730,BNS,196,1,1
7730,BNS,111,1,2
7730,BNS,112,1,3
7731,IT,66D,1,1
7731,BNS,318,1,2
7731,BNS,338,1,3
7732,BNS,310,1,1
7732,BNS,316,1,2
7732,BNS,305,1,3
7733,BNS,318,1,1
7733,BNS,338,1,2
7734,BNS,310,1,1
7734,BNS,316,1,2
7735,IT,66D,1,1
7735,BNS,338,1,2
7737,BNS,115,1,1
7737,BNS,103,1,2
7737,BNS,105,1,3
7738,BNS,303,1,1
7739,MV,184,1,1
7740,IT,66D,1,1
7740,BNS,338,1,2
7741,ARMS,25,1,1
7742,BNS,103,1,1
7742,BNS,109,1,2
7743,BNS,338,1,1
7743,BNS,318,1,2
7743,IT,66D,1,3
7744,MV,185,1,1
7744,MV,184,1,2
7745,MV,184,1,1
7746,IT,66C,1,1
7746,IT,66,1,2
7746,IT,66D,1,3
7747,BNS,118,1,1
7748,BNS,303,1,1
7749,BNS,105,1,1
7750,BNS,80,1,1
7750,BNS,64,1,2
7750,BNS,78,1,3
7751,MV,184,1,1
7752,IT,66C,1,1
7752,IT,66,1,2
7753,BNS,309,1,1
7753,BNS,310,1,2
7753,BNS,331,1,3
7754,IT,66,1,1
7754,IT,66D,1,2
7754,IT,66C,1,3
7755,BNS,310,1,1
7757,BNS,103,1,1
7757,BNS,115,1,2
7758,ARMS,27,1,1
7758,NDPS,8,1,2
7759,BNS,316,1,1
7759,BNS,310,1,2
7760,BNS,309,1,1
7760,BNS,331,1,2
7760,BNS,318,1,3
7761,BNS,318,1,1
7763,BNS,78,1,1
7763,BNS,64,1,2
7763,BNS,140,1,3
7764,BNS,64,1,1
7764,BNS,74,1,2
7764,BNS,85,1,3
7765,BNS,338,1,1
7765,BNS,318,1,2
7765,IT,66D,1,3
7767,BNS,305,1,1
7768,BNS,191,1,1
7769,BNS,351,1,1
7770,BNS,309,1,1
7770,BNS,318,1,2
7770,BNS,331,1,3
7771,BNS,318,1,1
7771,BNS,303,1,2
7772,BNS,351,1,1
7772,BNS,112,1,2
7772,BNS,189,1,3
7773,BNS,316,1,1
7774,MV,184,1,1
7774,MV,185,1,2
7775,MV,184,1,1
7776,IT,66D,1,1
7776,BNS,318,1,2
7776,BNS,338,1,3
7778,BNS,191,1,1
7779,BNS,309,1,1
7780,BNS,331,1,1
7781,MV,185,1,1
7781,MV,184,1,2
7782,MV,184,1,1
7782,MV,185,1,2
7783,MV,185,1,1
7783,MV,184,1,2
7784,BNS,309,1,1
7785,BNS,331,1,1
7785,BNS,309,1,2
7785,BNS,303,1,3
7786,IT,66D,1,1
7787,BNS,105,1,1
7787,BNS,115,1,2
7787,BNS,109,1,3
7788,BNS,103,1,1
7788,BNS,109,1,2
7789,BNS,310,1,1
7789,BNS,305,1,2
7790,BNS,338,1,1
7792,BNS,80,1,1
7792,BNS,78,1,2
7792,BNS,85,1,3
7793,BNS,74,1,1
7793,BNS,140,1,2
7794,BNS,115,1,1
7794,BNS,103,1,2
7795,MV,185,1,1
7795,MV,184,1,2
7796,BNS,318,1,1
7796,BNS,303,1,2
7796,BNS,316,1,3
7797,BNS,309,1,1
7797,BNS,331,1,2
7797,BNS,316,1,3
7798,MV,184,1,1
7799,NDPS,20,1,1
7800,BNS,331,1,1
7800,BNS,318,1,2
7801,ARMS,27,1,1
7801,NDPS,8,1,2
7801,EXCISE,32,1,3
7802,IT,66D,1,1
7803,MV,185,1,1
7803,MV,184,1,2
7804,BNS,309,1,1
7804,BNS,305,1,2
7805,BNS,191,1,1
7805,BNS,111,1,2
7805,BNS,189,1,3
7806,BNS,309,1,1
7806,BNS,318,1,2
7806,BNS,305,1,3
7807,BNS,303,1,1
7807,BNS,331,1,2
7807,BNS,316,1,3
